Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-3.38160165599392,-0.16754998664467058,6.649268841682369,0.18749050031742379,0.08333281431155062,0,7307.164232724383,1.7688570022583008
feeder2,-4.3253998441076815,-0.10845,6.411067029796131,0.18749050031742379,0.08333281431155062,0,7307.164232724383,1.7688570022583008
feeder3,-5.34551156865384,-0.13545000000000001,7.971178754342288,0.18749050031742379,0.08333281431155062,0,7307.164232724383,1.7688570022583008
feeder4,1.6486671856884494,-0.08660000000000001,0,0.18749050031742379,0.08333281431155062,0,7307.164232724383,1.7688570022583008
feeder5,-3.079006018273448,-0.1139499858138367,5.274673204410591,0.17927811069514402,0.08333281386285755,0,7307.164232724383,1.7688570022583008
feeder6,-7.351294297454479,-0.21315,11.530961483591621,0.17927811069514388,0.08333281386285755,0,7307.164232724383,1.7688570022583008
feeder7,-4.317425366204474,-0.10435000000000001,6.321092552341617,0.17927811069514432,0.08333281386285755,0,7307.164232724383,1.7688570022583008
feeder8,3.3506671861371427,-0.17170000000000002,0,0.17927811069514393,0.08333281386285755,0,7307.164232724383,1.7688570022583008
feeder9,-1.59426386186534,-0.0638999875275624,2.7889310537805097,0.1684448388817541,0.08333280808483044,0,7307.164232724383,1.7688570022583008
feeder10,-3.153498775804021,-0.08715,4.813165967719191,0.1684448388817546,0.08333280808483044,0,7307.164232724383,1.7688570022583008
feeder11,-5.14772274849621,-0.1288,7.640389940411379,0.1684448388817546,0.08333280808483044,0,7307.164232724383,1.7688570022583008
feeder12,2.0706671919151693,-0.1077,0,0.1684448388817545,0.08333280808483044,0,7307.164232724383,1.7688570022583008
