Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,2.7950001244917058,0.06924113951523282,0,0.24999997940844051,-12449170598433242e-23,0,5078.981068223848,1.828969955444336
feeder2,1.8260001244917061,0.0913,0,0.24999997940844051,-12449170598433425e-23,0,5078.981068223848,1.828969955444336
feeder3,2.1540001244917057,-0.1077,0,0.24999997940844051,-12449170598437184e-23,0,5078.981068223848,1.828969955444336
feeder4,1.286000124491706,-0.06430000000000001,0,0.24999997940844051,-12449170598436456e-23,0,5078.981068223848,1.828969955444336
feeder5,2.004000123669787,0.06060472248437526,0,0.24999997948175198,-12366978669812388e-23,0,5078.981068223848,1.828969955444336
feeder6,3.109000123669787,0.15545,0,0.24999997948175198,-12366978669814977e-23,0,5078.981068223848,1.828969955444336
feeder7,1.8330001236697866,-0.09165000000000001,0,0.24999997948175198,-1236697866981561e-22,0,5078.981068223848,1.828969955444336
feeder8,2.843000123669787,-0.14215,0,0.24999997948175198,-1236697866981805e-22,0,5078.981068223848,1.828969955444336
feeder9,1.2990001229927228,0.04340828807358961,0,0.24999997939236682,-12299272288342314e-23,0,5078.981068223848,1.828969955444336
feeder10,1.2930001229927228,-0.06465,0,0.24999997939236682,-12299272288340972e-23,0,5078.981068223848,1.828969955444336
feeder11,2.1660001229927226,0.10830000000000001,0,0.24999997939236682,-12299272288340485e-23,0,5078.981068223848,1.828969955444336
feeder12,1.9780001229927229,-0.0989,0,0.24999997939236682,-12299272288338765e-23,0,5078.981068223848,1.828969955444336
