Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-0.8404456068219907,0.12975697806174383,3.9634460333436223,0.24999995225270985,-4265216314641014e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder2,-0.6353450278489315,-0.09250000000000001,2.485345454370563,0.24999995225270985,-4265216314641086e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder3,-0.7341455337382471,-0.1178,3.0901459602598784,0.24999995225270985,-42652163146410663e-23,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder4,-0.5138012018361652,-0.0693,1.8998016283577965,0.24999995225270985,-4265216314641054e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder5,-0.7492486355688566,-0.097,2.689249076388233,0.24999995107983175,-44081937629830246e-23,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder6,-0.6671482215754081,0.18257516603213486,4.470148662394784,0.24999995107983175,-4408193762982946e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder7,-0.6454650696180386,-0.09025,2.450465510437415,0.24999995107983175,-44081937629829934e-23,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder8,-0.9385503846996082,-0.14665,3.8715508255189843,0.24999995107983175,-4408193762982935e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder9,-0.4754970227488454,0.05569964506390436,1.640497455376651,0.24999995176590467,-43262780545419755e-23,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder10,-0.4693375973085071,0.06999999999999999,1.8693380299363125,0.24999995176590467,-4326278054541928e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder11,-0.5203752146993615,-0.12235000000000001,2.967375647327167,0.24999995176590467,-4326278054541911e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
feeder12,-0.5329532952512867,-0.10320000000000001,2.596953727879092,0.24999995176590467,-4326278054541889e-22,0.30384423107274144,6061.774094110495,2.3454630374908447
