Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.763999813116305,0.11461202976276161,0,0.24999998177583646,18688369459492386e-23,0,14905.346264204016,1.4331848621368408
feeder2,2.1569998131163053,0.10785,0,0.24999998177583646,18688369459428061e-23,0,14905.346264204016,1.4331848621368408
feeder3,3.056999813116305,-0.15285,0,0.24999998177583646,18688369459429298e-23,0,14905.346264204016,1.4331848621368408
feeder4,1.8019998131163055,-0.09010000000000001,0,0.24999998177583646,18688369459426963e-23,0,14905.346264204016,1.4331848621368408
feeder5,2.9059998045608886,0.07589358871398544,0,0.24999998052374559,19543911166907653e-23,0,14905.346264204016,1.4331848621368408
feeder6,3.9919998045608884,0.1996,0,0.24999998052374559,19543911166952453e-23,0,14905.346264204016,1.4331848621368408
feeder7,2.5119998045608884,-0.12560000000000002,0,0.24999998052374559,19543911167032672e-23,0,14905.346264204016,1.4331848621368408
feeder8,3.6249998045608884,-0.18125000000000002,0,0.24999998052374559,19543911167034742e-23,0,14905.346264204016,1.4331848621368408
feeder9,1.8519996873445599,0.05834791209093855,0,0.24999998885624208,3126554401695436e-22,0,14905.346264204016,1.4331848621368408
feeder10,1.8169996873445597,-0.09085,0,0.24999998885624208,31265544017096923e-23,0,14905.346264204016,1.4331848621368408
feeder11,2.77699968734456,0.13885,0,0.24999998885624208,3126554401705947e-22,0,14905.346264204016,1.4331848621368408
feeder12,2.55099968734456,-0.12755000000000002,0,0.24999998885624208,31265544017113657e-23,0,14905.346264204016,1.4331848621368408
