CC,pen_25,pen_50,pen_75,pen_100
90,24552.89946179124,16774.350936945135,9020.342924557863,1295.7992026492843
95,24740.370807880387,17034.51700474302,9364.124613830612,1716.4689915734252
99,25081.217416770287,17509.221794250094,9992.202124589545,2500.8502995611498
