SEM,pen_25,pen_50,pen_75,pen_100
0.025,1274.0913773665332,3027.543435026532,4754.3764000676,6464.866563502768
0.1,1274.0913704665077,3027.543431071087,4754.376394777415,6464.866555615721
0.2,1274.0913725350401,3027.543426405204,4754.376397119606,6464.866556351066
