"RTD End Time Stamp","Zone Name","Zone PTID","RTD Zonal LBMP","RTD Zonal Losses","RTD Zonal Congestion","RTD Zonal Price Version"
"2019/03/01 12:00:00","HUD VL","61758","33.63","2.97","0","1"
"2019/03/01 12:05:00","HUD VL","61758","33.39","3.04","0","1"
"2019/03/01 12:10:00","HUD VL","61758","36.4","3.19","0","1"
"2019/03/01 12:15:00","HUD VL","61758","34.62","3.12","0","1"
"2019/03/01 12:20:00","HUD VL","61758","31.72","2.91","0","1"
"2019/03/01 12:25:00","HUD VL","61758","32.62","2.94","0","1"
"2019/03/01 12:30:00","HUD VL","61758","30.39","2.76","0","1"
"2019/03/01 12:35:00","HUD VL","61758","30.31","2.76","0","1"
"2019/03/01 12:40:00","HUD VL","61758","30.34","2.71","0","1"
"2019/03/01 12:45:00","HUD VL","61758","29.2","2.61","0","1"
"2019/03/01 12:50:00","HUD VL","61758","28.87","2.53","0","1"
"2019/03/01 12:55:00","HUD VL","61758","28.93","2.56","0","1"
"2019/03/01 13:00:00","HUD VL","61758","31.32","2.72","0","1"
"2019/03/01 13:05:00","HUD VL","61758","41.81","3.56","0","1"
"2019/03/01 13:10:00","HUD VL","61758","34.4","2.96","0","1"
"2019/03/01 13:15:00","HUD VL","61758","33.65","2.86","0","1"
"2019/03/01 13:20:00","HUD VL","61758","31.39","2.7","0","1"
"2019/03/01 13:25:00","HUD VL","61758","31.63","2.75","0","1"
"2019/03/01 13:30:00","HUD VL","61758","31.52","2.71","0","1"
"2019/03/01 13:35:00","HUD VL","61758","31.63","2.75","0","1"
"2019/03/01 13:40:00","HUD VL","61758","31.54","2.74","0","1"
"2019/03/01 13:45:00","HUD VL","61758","31.63","2.75","0","1"
"2019/03/01 13:50:00","HUD VL","61758","31.28","2.74","0","1"
"2019/03/01 13:55:00","HUD VL","61758","31.22","2.71","0","1"
"2019/03/01 14:00:00","HUD VL","61758","31.59","2.71","0","1"
"2019/03/01 14:05:00","HUD VL","61758","32.51","2.79","0","1"
"2019/03/01 14:10:00","HUD VL","61758","32.63","2.8","0","1"
"2019/03/01 14:15:00","HUD VL","61758","32.57","2.8","0","1"
"2019/03/01 14:20:00","HUD VL","61758","32.51","2.82","0","1"
"2019/03/01 14:25:00","HUD VL","61758","32.48","2.82","0","1"
"2019/03/01 14:30:00","HUD VL","61758","32.45","2.84","0","1"
"2019/03/01 14:35:00","HUD VL","61758","32.35","2.81","0","1"
"2019/03/01 14:40:00","HUD VL","61758","32.45","2.82","0","1"
"2019/03/01 14:45:00","HUD VL","61758","32.52","2.85","0","1"
"2019/03/01 14:50:00","HUD VL","61758","32.55","2.83","0","1"
"2019/03/01 14:55:00","HUD VL","61758","32.61","2.83","0","1"
"2019/03/01 15:00:00","HUD VL","61758","32.49","2.79","0","1"
"2019/03/01 15:05:00","HUD VL","61758","32.45","2.82","0","1"
"2019/03/01 15:10:00","HUD VL","61758","32.51","2.74","0","1"
"2019/03/01 15:15:00","HUD VL","61758","32.51","2.74","0","1"
"2019/03/01 15:20:00","HUD VL","61758","32.54","2.74","0","1"
"2019/03/01 15:25:00","HUD VL","61758","32.57","2.72","0","1"
"2019/03/01 15:30:00","HUD VL","61758","32.66","2.72","0","1"
"2019/03/01 15:35:00","HUD VL","61758","32.72","2.7","0","1"
"2019/03/01 15:40:00","HUD VL","61758","32.79","2.68","0","1"
"2019/03/01 15:45:00","HUD VL","61758","32.72","2.67","0","1"
"2019/03/01 15:50:00","HUD VL","61758","32.63","2.67","0","1"
"2019/03/01 15:55:00","HUD VL","61758","33.63","2.72","0","1"
"2019/03/01 16:00:00","HUD VL","61758","33.69","2.7","0","1"
"2019/03/01 16:05:00","HUD VL","61758","33.42","2.7","0","1"
"2019/03/01 16:10:00","HUD VL","61758","33.45","2.68","0","1"
"2019/03/01 16:15:00","HUD VL","61758","33.42","2.73","0","1"
"2019/03/01 16:20:00","HUD VL","61758","33.69","2.73","0","1"
"2019/03/01 16:25:00","HUD VL","61758","33.66","2.69","0","1"
"2019/03/01 16:30:00","HUD VL","61758","34.31","2.75","0","1"
"2019/03/01 16:35:00","HUD VL","61758","34.25","2.74","0","1"
"2019/03/01 16:40:00","HUD VL","61758","34.18","2.71","0","1"
"2019/03/01 16:45:00","HUD VL","61758","34.46","2.7","0","1"
"2019/03/01 16:50:00","HUD VL","61758","34.46","2.73","0","1"
"2019/03/01 16:55:00","HUD VL","61758","34.44","2.73","0","1"
"2019/03/01 17:00:00","HUD VL","61758","34.27","2.68","0","1"
"2019/03/01 17:05:00","HUD VL","61758","34.46","2.73","0","1"
"2019/03/01 17:10:00","HUD VL","61758","34.46","2.73","0","1"
"2019/03/01 17:15:00","HUD VL","61758","34.75","2.81","0","1"
"2019/03/01 17:20:00","HUD VL","61758","37.23","3.01","0","1"
"2019/03/01 17:25:00","HUD VL","61758","35.58","2.85","0","1"
"2019/03/01 17:30:00","HUD VL","61758","34.71","2.75","0","1"
"2019/03/01 17:35:00","HUD VL","61758","40.32","3.26","0","1"
"2019/03/01 17:40:00","HUD VL","61758","42.11","3.41","0","1"
"2019/03/01 17:45:00","HUD VL","61758","40.66","3.29","0","1"
"2019/03/01 17:50:00","HUD VL","61758","47.78","3.87","0","1"
"2019/03/01 17:55:00","HUD VL","61758","42.23","3.38","0","1"
"2019/03/01 18:00:00","HUD VL","61758","40.43","3.34","0","1"
"2019/03/01 18:05:00","HUD VL","61758","37.67","3.11","0","1"
"2019/03/01 18:10:00","HUD VL","61758","36.4","3.01","0","1"
"2019/03/01 18:15:00","HUD VL","61758","37.62","3.14","0","1"
"2019/03/01 18:20:00","HUD VL","61758","37.59","3.1","0","1"
"2019/03/01 18:25:00","HUD VL","61758","36.25","2.93","0","1"
"2019/03/01 18:30:00","HUD VL","61758","37.27","2.98","0","1"
"2019/03/01 18:35:00","HUD VL","61758","37.04","2.9","0","1"
"2019/03/01 18:40:00","HUD VL","61758","36.61","2.9","0","1"
"2019/03/01 18:45:00","HUD VL","61758","39.56","3.13","0","1"
"2019/03/01 18:50:00","HUD VL","61758","35.87","2.84","0","1"
"2019/03/01 18:55:00","HUD VL","61758","34.78","2.72","0","1"
"2019/03/01 19:00:00","HUD VL","61758","34.81","2.67","0","1"
"2019/03/01 19:05:00","HUD VL","61758","34.93","2.65","0","1"
"2019/03/01 19:10:00","HUD VL","61758","35.46","2.72","0","1"
"2019/03/01 19:15:00","HUD VL","61758","35.29","2.74","0","1"
"2019/03/01 19:20:00","HUD VL","61758","34.84","2.67","0","1"
"2019/03/01 19:25:00","HUD VL","61758","34.78","2.66","0","1"
"2019/03/01 19:30:00","HUD VL","61758","35.04","2.66","0","1"
"2019/03/01 19:35:00","HUD VL","61758","35.08","2.66","0","1"
"2019/03/01 19:40:00","HUD VL","61758","34.87","2.67","0","1"
"2019/03/01 19:45:00","HUD VL","61758","34.87","2.67","0","1"
"2019/03/01 19:50:00","HUD VL","61758","34.85","2.67","0","1"
"2019/03/01 19:55:00","HUD VL","61758","34.84","2.67","0","1"
"2019/03/01 20:00:00","HUD VL","61758","34.59","2.68","0","1"
"2019/03/01 20:05:00","HUD VL","61758","33.57","2.57","0","1"
"2019/03/01 20:10:00","HUD VL","61758","34.36","2.66","0","1"
"2019/03/01 20:15:00","HUD VL","61758","33.6","2.52","0","1"
"2019/03/01 20:20:00","HUD VL","61758","32.72","2.45","0","1"
"2019/03/01 20:25:00","HUD VL","61758","33.81","2.53","0","1"
"2019/03/01 20:30:00","HUD VL","61758","33.73","2.5","0","1"
"2019/03/01 20:35:00","HUD VL","61758","33.6","2.52","0","1"
"2019/03/01 20:40:00","HUD VL","61758","32.82","2.43","0","1"
"2019/03/01 20:45:00","HUD VL","61758","32.72","2.48","0","1"
"2019/03/01 20:50:00","HUD VL","61758","32.75","2.54","0","1"
"2019/03/01 20:55:00","HUD VL","61758","32.84","2.52","0","1"
"2019/03/01 21:00:00","HUD VL","61758","36.16","2.74","0","1"
"2019/03/01 21:05:00","HUD VL","61758","36.03","2.76","0","1"
"2019/03/01 21:10:00","HUD VL","61758","35.33","2.74","0","1"
"2019/03/01 21:15:00","HUD VL","61758","37.12","2.84","0","1"
"2019/03/01 21:20:00","HUD VL","61758","36.54","2.77","0","1"
"2019/03/01 21:25:00","HUD VL","61758","35.36","2.62","0","1"
"2019/03/01 21:30:00","HUD VL","61758","35.27","2.58","0","1"
"2019/03/01 21:35:00","HUD VL","61758","35.14","2.54","0","1"
"2019/03/01 21:40:00","HUD VL","61758","35.37","2.59","0","1"
"2019/03/01 21:45:00","HUD VL","61758","35.27","2.58","0","1"
"2019/03/01 21:50:00","HUD VL","61758","35.27","2.55","0","1"
"2019/03/01 21:55:00","HUD VL","61758","33.92","2.39","0","1"
"2019/03/01 21:56:50","HUD VL","61758","45.36","3.2","0","1"
"2019/03/01 21:58:56","HUD VL","61758","44.21","3.09","0","1"
"2019/03/01 22:00:00","HUD VL","61758","41.69","2.87","0","1"
"2019/03/01 22:05:00","HUD VL","61758","41.69","2.87","0","1"
"2019/03/01 22:10:00","HUD VL","61758","40.46","2.79","0","1"
"2019/03/01 22:15:00","HUD VL","61758","41.99","2.89","0","1"
"2019/03/01 22:20:00","HUD VL","61758","41.99","2.89","0","1"
"2019/03/01 22:25:00","HUD VL","61758","41.91","2.96","0","1"
"2019/03/01 22:30:00","HUD VL","61758","40.39","2.71","0","1"
"2019/03/01 22:35:00","HUD VL","61758","32.72","2.25","0","1"
"2019/03/01 22:40:00","HUD VL","61758","32.71","2.22","0","1"
"2019/03/01 22:45:00","HUD VL","61758","32.49","2.21","0","1"
"2019/03/01 22:50:00","HUD VL","61758","32.56","2.19","0","1"
"2019/03/01 22:55:00","HUD VL","61758","32.66","2.19","0","1"
"2019/03/01 23:00:00","HUD VL","61758","40.55","2.73","0","1"
"2019/03/01 23:05:00","HUD VL","61758","34.56","2.35","0","1"
"2019/03/01 23:10:00","HUD VL","61758","29.24","1.94","0","1"
"2019/03/01 23:15:00","HUD VL","61758","29.24","1.94","0","1"
"2019/03/01 23:20:00","HUD VL","61758","34.07","2.26","0","1"
"2019/03/01 23:25:00","HUD VL","61758","34","2.22","0","1"
"2019/03/01 23:30:00","HUD VL","61758","33.97","2.22","0","1"
"2019/03/01 23:35:00","HUD VL","61758","34.62","2.3","0","1"
"2019/03/01 23:40:00","HUD VL","61758","33.9","2.19","0","1"
"2019/03/01 23:45:00","HUD VL","61758","32.9","2.1","0","1"
"2019/03/01 23:50:00","HUD VL","61758","29.18","1.86","0","1"
"2019/03/01 23:55:00","HUD VL","61758","32.84","2.06","0","1"
"2019/03/02 00:00:00","HUD VL","61758","33.81","2.09","0","1"
