SP25,SP50,SP100,SP75
1.5510661602020264,1.672842025756836,1.850675106048584,1.8240981101989746
1.5181639194488525,1.714944839477539,1.8031811714172363,1.7146501541137695
1.443058967590332,1.8239519596099854,1.7995531558990479,1.865678071975708
1.519618034362793,1.7132389545440674,1.6789910793304443,1.8264968395233154
1.5139858722686768,1.7925119400024414,1.767970085144043,1.756455898284912
1.5568110942840576,1.61238694190979,1.8847389221191406,1.9182240962982178
1.5565848350524902,1.8227720260620117,1.8216240406036377,1.8015990257263184
1.4369621276855469,1.5325019359588623,1.693087100982666,1.8453731536865234
1.4384829998016357,1.5766479969024658,1.7445499897003174,1.8421978950500488
1.4695918560028076,1.5708391666412354,1.7306029796600342,1.7790660858154297
1.5114719867706299,1.530703067779541,1.8063981533050537,1.8146660327911377
1.4342801570892334,1.6224079132080078,1.820127010345459,1.7036430835723877
1.436898946762085,1.5203509330749512,1.7930409908294678,1.85728120803833
1.520486831665039,1.6297869682312012,1.8082361221313477,1.8001670837402344
1.4174749851226807,1.5997488498687744,1.7901840209960938,1.651393175125122
1.3996949195861816,1.521806001663208,1.7771179676055908,1.9142298698425293
1.4044151306152344,1.6154119968414307,1.8542060852050781,1.773015022277832
1.5415220260620117,1.5363860130310059,1.7895488739013672,1.8459618091583252
1.4390690326690674,1.5245261192321777,1.7385380268096924,1.8305349349975586
1.4869370460510254,1.6286768913269043,1.7646207809448242,1.7517378330230713
1.5824310779571533,1.6354680061340332,1.765125036239624,1.7701749801635742
1.5175790786743164,1.7448749542236328,1.7921199798583984,1.8435029983520508
1.4093689918518066,1.61665678024292,1.863023042678833,1.7980239391326904
1.506946086883545,1.6667580604553223,1.6015009880065918,1.6829910278320312
1.4372479915618896,1.6319139003753662,1.8436651229858398,1.8793549537658691
1.4062731266021729,1.5202178955078125,1.8862380981445312,1.8148210048675537
1.4419491291046143,1.6331541538238525,1.7779490947723389,1.8130500316619873
1.5096120834350586,1.6350040435791016,1.768294095993042,1.8434829711914062
1.5512340068817139,1.6438038349151611,1.74941086769104,1.7501258850097656
1.440675973892212,1.6330931186676025,1.7880370616912842,1.847339153289795
1.547785997390747,1.6405441761016846,1.7541489601135254,1.831118106842041
1.400266170501709,1.5581278800964355,1.6759059429168701,1.7932348251342773
1.4346330165863037,1.5722908973693848,1.5102851390838623,1.8570530414581299
1.432408094406128,1.5642061233520508,1.6450490951538086,1.59818696975708
1.4437620639801025,1.5868868827819824,1.5389418601989746,1.759505033493042
1.4352340698242188,1.6409928798675537,1.5649571418762207,1.5211331844329834
1.4531619548797607,1.6954030990600586,1.5675251483917236,1.4945039749145508
1.5687859058380127,1.7548871040344238,1.6664741039276123,1.6753451824188232
1.4757201671600342,1.6019470691680908,1.5533039569854736,1.6055140495300293
1.47542405128479,1.562896966934204,1.5756199359893799,1.639085054397583
1.439471960067749,1.5911030769348145,1.6198420524597168,1.625518798828125
1.520622968673706,1.524306058883667,1.5365958213806152,1.8119480609893799
1.440566062927246,1.522326946258545,1.5839099884033203,1.5881249904632568
1.4770100116729736,1.5788099765777588,1.6521480083465576,1.6509761810302734
1.4422690868377686,1.674299955368042,1.528290033340454,1.6157639026641846
1.4814119338989258,1.5526270866394043,1.6060760021209717,1.6451869010925293
1.4023308753967285,1.6533019542694092,1.5734660625457764,1.5994501113891602
1.4368491172790527,1.5603559017181396,1.5278711318969727,1.6083800792694092
1.4071438312530518,1.5758321285247803,1.559481143951416,1.712874174118042
1.4096388816833496,1.5701141357421875,1.5750160217285156,1.6353909969329834
1.4072589874267578,1.5333049297332764,1.575942039489746,1.5603210926055908
1.4381098747253418,1.6454401016235352,1.5333130359649658,1.523324966430664
1.437817096710205,1.5885660648345947,1.4998409748077393,1.488219976425171
1.4497501850128174,1.656329870223999,1.6222829818725586,1.4917161464691162
1.3672311305999756,1.5755970478057861,1.5700528621673584,1.5653340816497803
1.4369111061096191,1.5656981468200684,1.5690500736236572,1.6310148239135742
1.3669891357421875,1.562736988067627,1.6082878112792969,1.5215709209442139
1.4499170780181885,1.5596210956573486,1.5784809589385986,1.5211460590362549
1.4530909061431885,1.5639970302581787,1.5635321140289307,1.5238420963287354
1.406571865081787,1.5572409629821777,1.4884560108184814,1.5654268264770508
1.4075610637664795,1.566796064376831,1.5347449779510498,1.5467071533203125
1.4422171115875244,1.5555219650268555,1.5627789497375488,1.4897980690002441
1.4501640796661377,1.5342209339141846,1.498439073562622,1.448302984237671
1.4477088451385498,1.5388081073760986,1.4477131366729736,1.5662767887115479
1.4028818607330322,1.5332441329956055,1.4536559581756592,1.6026220321655273
1.4861719608306885,1.6546540260314941,1.5372140407562256,1.5701069831848145
1.4438390731811523,1.5638699531555176,1.5323810577392578,1.4822578430175781
1.4007689952850342,1.5313668251037598,1.576214075088501,1.5505790710449219
1.455653190612793,1.5694630146026611,1.4477651119232178,1.603888988494873
1.4936680793762207,1.5342941284179688,1.602092981338501,1.6456358432769775
1.3766298294067383,1.5642669200897217,1.5328559875488281,1.48860502243042
1.402750015258789,1.6484308242797852,1.6296591758728027,1.4464900493621826
1.405601978302002,1.5940110683441162,1.4890508651733398,1.564042091369629
1.4525070190429688,1.5901508331298828,1.5572350025177002,1.608306884765625
1.4108209609985352,1.5022130012512207,1.536501169204712,1.550360918045044
1.4369308948516846,1.6449029445648193,1.598426103591919,1.6029231548309326
1.5120069980621338,1.6277859210968018,1.6050231456756592,1.5999438762664795
1.4894931316375732,1.5714881420135498,1.6031458377838135,1.6355478763580322
1.5147640705108643,1.6793489456176758,1.5663740634918213,1.6791470050811768
1.4455950260162354,1.6260650157928467,1.5579309463500977,1.491055965423584
1.482994794845581,1.5686619281768799,1.5626490116119385,1.4925169944763184
1.4476988315582275,1.576803207397461,1.5958881378173828,1.5588421821594238
1.4127020835876465,1.5667879581451416,1.6047749519348145,1.5511009693145752
1.4820380210876465,1.5751428604125977,1.5600831508636475,1.489577054977417
1.4868559837341309,1.5485169887542725,1.5912070274353027,1.5549299716949463
1.460474967956543,1.5590510368347168,1.5711700916290283,1.5974500179290771
1.5632588863372803,1.5358259677886963,1.5260000228881836,1.5604820251464844
1.4485299587249756,1.644920825958252,1.5721089839935303,1.5958919525146484
1.4834599494934082,1.5888481140136719,1.5587141513824463,1.486893892288208
1.4856171607971191,1.5633859634399414,1.581676959991455,1.6591639518737793
1.518773078918457,1.5714869499206543,1.5543999671936035,1.62577486038208
1.5260519981384277,1.57014799118042,1.639765977859497,1.533909797668457
1.5185418128967285,1.5998589992523193,1.5162909030914307,1.6105248928070068
1.4813110828399658,1.5565221309661865,1.6182770729064941,1.6150619983673096
1.4818038940429688,1.55013108253479,1.5698418617248535,1.5694279670715332
1.493351936340332,1.5726189613342285,1.5548698902130127,1.4863569736480713
1.4126591682434082,1.5214948654174805,1.5202350616455078,1.5290169715881348
1.4086530208587646,1.5600049495697021,1.5725200176239014,1.5351300239562988
1.4064438343048096,1.4129300117492676,1.525015115737915,1.5389370918273926
1.4189379215240479,1.519402027130127,1.3824219703674316,1.4621500968933105
1.4166278839111328,1.4940040111541748,1.44858717918396,1.4667689800262451
1.3725790977478027,1.5169081687927246,1.4208128452301025,1.4648571014404297
1.4398798942565918,1.5104689598083496,1.471390962600708,1.4473729133605957
1.4069671630859375,1.42287015914917,1.4590001106262207,1.4535441398620605
1.4429597854614258,1.5757129192352295,1.451375961303711,1.4838008880615234
1.4412400722503662,1.444382905960083,1.4161159992218018,1.4887640476226807
1.4016458988189697,1.5665359497070312,1.4398870468139648,1.4705159664154053
1.4606959819793701,1.5663840770721436,1.5550549030303955,1.5456688404083252
1.4081671237945557,1.5360960960388184,1.5245370864868164,1.5157380104064941
1.417626142501831,1.5067858695983887,1.4188141822814941,1.503882884979248
1.4138550758361816,1.562342882156372,1.5658750534057617,1.5487780570983887
1.417311191558838,1.521975040435791,1.479506015777588,1.5331141948699951
1.5858409404754639,1.6955010890960693,1.600799798965454,1.6841888427734375
1.5530450344085693,1.7093970775604248,1.6974530220031738,1.6533679962158203
1.3706960678100586,1.408811092376709,1.5243821144104004,1.482893943786621
1.4618430137634277,1.572948932647705,1.603125810623169,1.6188569068908691
1.4084320068359375,1.472851037979126,1.498185157775879,1.530493974685669
1.4554898738861084,1.4289710521697998,1.470663070678711,1.541128158569336
1.5056428909301758,1.611781120300293,1.4683330059051514,1.5050270557403564
1.449639081954956,1.449105978012085,1.5665907859802246,1.4515058994293213
1.4398729801177979,1.6334311962127686,1.5552361011505127,1.5607378482818604
1.420942783355713,1.5943949222564697,1.539057970046997,1.569167137145996
1.5183749198913574,1.5609498023986816,1.6888201236724854,1.685610055923462
1.376457929611206,1.5323419570922852,1.41569185256958,1.4176721572875977
1.4465501308441162,1.5405910015106201,1.4531891345977783,1.4133100509643555
1.450998067855835,1.5684359073638916,1.422868013381958,1.4853200912475586
1.5169520378112793,1.5153250694274902,1.5264580249786377,1.5675971508026123
1.442605972290039,1.5798499584197998,1.6041810512542725,1.5357470512390137
1.5013809204101562,1.580806016921997,1.5655360221862793,1.506998062133789
1.5360779762268066,1.6268529891967773,1.6283459663391113,1.5756521224975586
1.4434151649475098,1.4145538806915283,1.4466121196746826,1.5126070976257324
1.5231349468231201,1.490860939025879,1.437941074371338,1.4985311031341553
1.4444899559020996,1.4195568561553955,1.4060699939727783,1.512665033340454
