Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,3.2276665351411977,0.07579475403107128,0,0.091,-0.4166665351411979,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder2,2.258666535189285,0.09210000000000002,0,0.0942,-0.4166665351892851,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder3,2.5976665359684024,-0.10905000000000001,0,0.1434,-0.41666653596840236,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder4,1.7416665359399626,-0.06625,0,0.1402,-0.41666653593996267,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder5,2.284666535577298,0.058655084667411955,0,0.1382,-0.41666653557729794,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder6,3.434666535343035,0.1509,0,0.2144,-0.4166665353430349,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder7,2.1426665353783396,-0.0863,0,0.1192,-0.41666653537833953,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder8,3.100666534984506,-0.1342,0,0.1813,-0.416666534984506,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder9,1.6136665377569646,0.04459861275299141,0,0.1355,-0.4166665377569646,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder10,1.6346665372691946,-0.0609,0,0.0664,-0.41666653726919456,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder11,2.540666537610623,0.10620000000000002,0,0.1182,-0.41666653761062283,0,18.897341696197593,65.71550574852712,1.5285260677337646
feeder12,2.316666537182729,-0.095,0,0.058,-0.4166665371827293,0,18.897341696197593,65.71550574852712,1.5285260677337646
