Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-2.629597398271336,-0.12008602791752906,6.221597553789547,0.24999997317723444,-15551821061822775e-23,0,8258.671273494798,2.3207550048828125
feeder2,-1.6643572087759784,-0.11185,3.901357364294189,0.24999997317723444,-15551821061855997e-23,0,8258.671273494798,2.3207550048828125
feeder3,-2.135739478122397,-0.13575,4.8507396336406075,0.24999997317723444,-15551821061827142e-23,0,8258.671273494798,2.3207550048828125
feeder4,-1.2962030068059136,-0.0843,2.982203162324124,0.24999997317723444,-1555182106186337e-22,0,8258.671273494798,2.3207550048828125
feeder5,-1.9814337158993571,-0.009784832899327911,4.221433874018931,0.24999997289822987,-1581195739260904e-22,0,8258.671273494798,2.3207550048828125
feeder6,-3.207991130900432,-0.19045,7.016991289020006,0.24999997289822987,-15811957392649846e-23,0,8258.671273494798,2.3207550048828125
feeder7,-1.759604605931274,-0.10435000000000001,3.846604764050848,0.24999997289822987,-15811957392686e-20,0,8258.671273494798,2.3207550048828125
feeder8,-2.6393454671400116,-0.17190000000000003,6.077345625259586,0.24999997289822987,-15811957392660015e-23,0,8258.671273494798,2.3207550048828125
feeder9,-1.2374187058214925,0.0135409723461756,2.569418865840497,0.24999997295844398,-16001900416138666e-23,0,8258.671273494798,2.3207550048828125
feeder10,-1.2568388991175932,-0.08355000000000001,2.9278390591365975,0.24999997295844398,-16001900416164492e-23,0,8258.671273494798,2.3207550048828125
feeder11,-2.0896334858183003,-0.12789999999999999,4.647633645837304,0.24999997295844398,-16001900416217125e-23,0,8258.671273494798,2.3207550048828125
feeder12,-1.8794624590953393,-0.10940000000000001,4.067462619114344,0.24999997295844398,-16001900416152708e-23,0,8258.671273494798,2.3207550048828125
