Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.388000065256839,0.100829177229057,0,0.24999998257866984,-6525683891844767e-23,0,13829.34263102185,1.4871139526367188
feeder2,2.029000065256839,0.10145,0,0.24999998257866984,-6525683891847109e-23,0,13829.34263102185,1.4871139526367188
feeder3,2.7320000652568392,-0.13660000000000003,0,0.24999998257866984,-6525683891859731e-23,0,13829.34263102185,1.4871139526367188
feeder4,1.6610000652568389,-0.08305000000000001,0,0.24999998257866984,-6525683891865741e-23,0,13829.34263102185,1.4871139526367188
feeder5,2.598000060369781,0.08204856314737935,0,0.24999998345653662,-603697810174681e-22,0,13829.34263102185,1.4871139526367188
feeder6,3.6480000603697813,0.1824,0,0.24999998345653662,-6036978101757383e-23,0,13829.34263102185,1.4871139526367188
feeder7,2.320000060369781,-0.11599999999999999,0,0.24999998345653662,-6036978101769586e-23,0,13829.34263102185,1.4871139526367188
feeder8,3.513000060369781,-0.17565,0,0.24999998345653662,-6036978101755254e-23,0,13829.34263102185,1.4871139526367188
feeder9,1.7250000831326562,0.055118909302999064,0,0.24999997981040803,-8313265616938424e-23,0,13829.34263102185,1.4871139526367188
feeder10,1.676000083132656,-0.0838,0,0.24999997981040803,-8313265616937251e-23,0,13829.34263102185,1.4871139526367188
feeder11,2.586000083132656,0.1293,0,0.24999997981040803,-8313265616946516e-23,0,13829.34263102185,1.4871139526367188
feeder12,2.3900000831326564,-0.11950000000000001,0,0.24999997981040803,-8313265616938667e-23,0,13829.34263102185,1.4871139526367188
