Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,3.6185566881237237,0.13520424477399054,-0.0,0.1664307066059567,-0.0833139856843861,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,5348.562745807673,5345.3505483875115,0.02748496478426059,12.123716685589411,0.010731581874137471
feeder2,2.6883518444115757,0.1302518929363595,-0.0,0.16643070660595582,-0.08331398568438547,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,5344.834705550279,0.03724001215137384,14.112390837527212,0.009666176959136581
feeder3,3.8385327156433444,-0.18776093649794798,-0.0,0.16643070660596226,-0.08331398568438508,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,5344.916435524197,0.015742042587713462,9.175171912725078,0.009507688280638535
feeder4,1.9746268655491395,-0.09456564399323769,-0.0,0.16643070660594564,-0.08331398568438556,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder5,2.88916185393876,0.11449370087627331,-0.0,0.16643485658249146,-0.08331399814643335,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder6,4.145224047871442,0.2030955024862504,-0.0,0.16643485658246293,-0.08331399814643321,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder7,2.343175272116562,-0.11299306369850642,-0.0,0.16643485658248303,-0.08331399814643374,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder8,4.729886110694255,-0.23232860562739105,-0.0,0.16643485658247711,-0.08331399814643414,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder9,1.649587268366932,0.07360084917280356,-0.0,0.16646213534198154,-0.08331394494793794,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder10,2.1355247267020725,-0.1026105390877067,-0.0,0.16646213534200896,-0.08331394494793838,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder11,2.84149778758251,0.13790919213172848,-0.0,0.16646213534199725,-0.08331394494794053,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
feeder12,2.5454275261632717,-0.12310567906076651,-0.0,0.16646213534198587,-0.08331394494794174,0.27894529575619437,1.3804693900123755,26.336974712549996,92.19698363966627,1.859,0.0,0.0,0.0,0.0,0.0
