Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,3.0626340792388764,0.06711397576171486,-0.0,0.34736838802125347,-0.4166340792388766,0.0,0.0,27.255572959952765,74.13515845107152,1.657,5344.469586629339,5341.993218163053,0.016193746605126003,9.300685970766814,0.01177666250887038
feeder2,2.1936340792388767,0.08885,-0.0,0.34736838802130676,-0.4166340792388766,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,5341.701077348098,0.02029773933464127,10.413230588071212,0.012260382757334796
feeder3,2.409634079227925,-0.09965000000000002,-0.0,0.34736960067725403,-0.4166340792279252,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,5341.456388731369,0.010647744929398642,7.541656401114738,0.011390577112741631
feeder4,1.632634079235139,-0.0608,-0.0,0.34736880188513336,-0.41663407923513907,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder5,2.1296341379145733,0.0506262349009757,-0.0,0.34736549810642264,-0.41663413791457343,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder6,3.344633787924895,0.1464,-0.0,0.38192760257186875,-0.4166337879248952,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder7,2.0096341379145812,-0.07965,-0.0,0.3473654972535858,-0.4166341379145813,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder8,2.9266340701976685,-0.1255,-0.0,0.35497643748285607,-0.4166340701976688,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder9,1.4686340569677272,0.042000973626536445,-0.0,0.34737136567210675,-0.41663405696772726,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder10,1.5486340569677362,-0.0566,-0.0,0.3473713646465791,-0.41663405696773625,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder11,2.360634056967733,0.09720000000000001,-0.0,0.34737136501432514,-0.4166340569677329,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
feeder12,2.1616340569677366,-0.08725000000000001,-0.0,0.3473713646466479,-0.41663405696773625,0.0,0.0,27.255572959952765,74.13515845107152,1.657,0.0,0.0,0.0,0.0,0.0
