Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,2.642281892431464,0.06519856735596807,-0.0,0.13914380818656377,0.004718107568535751,0.0,0.0,22.049851872214646,132.40936049264894,1.781,5347.13483888309,5345.142703158322,0.010501498749703003,7.492521591004984,0.0067947658561702045
feeder2,1.7372818924778823,0.08710000000000001,-0.0,0.13914380818283958,0.0047181075221176694,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,5344.83949053286,0.01399275091558706,8.64903750866639,0.006665460337349809
feeder3,1.9552818924419049,-0.098,-0.0,0.139143808185635,0.004718107558095008,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,5344.778244650534,0.006530223423298306,5.90829277254327,0.00620489996049236
feeder4,1.1562818924216092,-0.058050000000000004,-0.0,0.13914380818765304,0.004718107578390846,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder5,1.6752950105858073,0.04741308534740468,-0.0,0.13914288232000285,0.004704989414192662,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder6,2.9402949925337785,0.14725,-0.0,0.13914288382535656,0.004705007466221469,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder7,1.5412950105993657,-0.07730000000000001,-0.0,0.13914288231994207,0.0047049894006343145,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder8,2.490295011711668,-0.12475000000000001,-0.0,0.13914288222663562,0.0047049882883321925,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder9,1.0212481186737947,0.03536784616578213,-0.0,0.13914548659657336,0.004751881326205271,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder10,1.1052481186730367,-0.05550000000000001,-0.0,0.13914548659616233,0.004751881326963401,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder11,2.0552481186764724,0.10300000000000001,-0.0,0.13914548659648368,0.0047518813235275644,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
feeder12,1.7252481186752486,-0.08650000000000001,-0.0,0.13914548659647613,0.004751881324751371,0.0,0.0,22.049851872214646,132.40936049264894,1.781,0.0,0.0,0.0,0.0,0.0
