Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,2.1335535380251534,0.1050006159193286,1.2014463786664145,0.2499999899938004,8330843211739207e-23,0,18646.854649208726,1.5820930004119873
feeder2,1.2676127193752722,0.10105,0.7533871973162956,0.2499999899938004,8330843211743205e-23,0,18646.854649208726,1.5820930004119873
feeder3,1.735278464064344,-0.13360000000000002,0.9367214526272242,0.2499999899938004,8330843211737175e-23,0,18646.854649208726,1.5820930004119873
feeder4,1.014109662993254,-0.07950000000000002,0.5758902536983138,0.2499999899938004,8330843211733467e-23,0,18646.854649208726,1.5820930004119873
feeder5,1.4168031235493186,0.03755567534121443,0.8151967949868428,0.24999998967306114,814638388416529e-22,0,18646.854649208726,1.5820930004119873
feeder6,2.832955787175473,0.2094,1.355044131360688,0.24999998967306114,8146383884175846e-23,0,18646.854649208726,1.5820930004119873
feeder7,1.2811859407922728,-0.10120000000000001,0.7428139777438884,0.24999998967306114,8146383884172825e-23,0,18646.854649208726,1.5820930004119873
feeder8,1.963409816373064,-0.15685000000000002,1.1735901021630972,0.24999998967306114,8146383884179303e-23,0,18646.854649208726,1.5820930004119873
feeder9,0.7444857439655714,0.047177387723444736,0.49651417151782073,0.24999998996959247,8451660792000047e-23,0,18646.854649208726,1.5820930004119873
feeder10,0.9652245805225464,-0.07655,0.5657753349608455,0.24999998996959247,8451660792006579e-23,0,18646.854649208726,1.5820930004119873
feeder11,1.7468916418939533,0.13225,0.8981082735894387,0.24999998996959247,845166079200095e-22,0,18646.854649208726,1.5820930004119873
feeder12,1.3900038346575676,-0.10880000000000001,0.7859960808258247,0.24999998996959247,8451660791998048e-23,0,18646.854649208726,1.5820930004119873
