SEM,pen_25,pen_50,pen_75,pen_100
0.025,2003.657914789121,3937.171485246244,5356.028942255227,6229.283610615714
0.1,2003.6579114106787,3937.1714905182534,5354.076061354155,6223.596086101739
0.2,2003.6579171180788,3937.1714805937863,5354.076046782438,6221.140432278959
