CC,pen_25,pen_50,pen_75,pen_100
90,2003.657911384035,3937.1714869768703,5356.076022387411,6223.596221044073
95,2003.6579114106787,3937.1714905182534,5354.076061354155,6223.596086101739
99,2003.6579128141,3937.171488069786,5354.076019920117,6220.596135453695
