SEM,pen_25,pen_50,pen_75,pen_100
0.025,24023.32033639941,16184.78466238496,9543.515121495007,4121.986717571499
0.1,24023.320454540975,16184.784742253674,9548.673838078512,4137.709228895268
0.2,24023.320348046673,16184.784836356783,9548.673824941268,4142.4439144421
