Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-3.391934764020505,-0.1655499915795141,6.619602017876658,0.2499999513703095,0.08333274614384703,0,8610.221156132237,2.3889198303222656
feeder2,-2.6119781257061394,-0.10860000000000002,4.7006453795622924,0.2499999513703095,0.08333274614384704,0,8610.221156132237,2.3889198303222656
feeder3,-3.27286446093013,-0.13275,5.8445317147862825,0.2499999513703095,0.08333274614384702,0,8610.221156132237,2.3889198303222656
feeder4,-1.9575128132129032,-0.08595000000000001,3.5931800670690563,0.2499999513703095,0.08333274614384696,0,8610.221156132237,2.3889198303222656
feeder5,-0.16389181559977595,-0.11234999105848567,2.3275590730869276,0.24999994900673747,0.08333274251284827,0,8610.221156132237,2.3889198303222656
feeder6,-4.429925490933907,-0.2054,8.454592748421058,0.24999994900673747,0.0833327425128481,0,8610.221156132237,2.3889198303222656
feeder7,-2.678008118991497,-0.10200000000000001,4.634675376478649,0.24999994900673747,0.08333274251284803,0,8610.221156132237,2.3889198303222656
feeder8,-3.955770541939571,-0.17250000000000001,7.322437799426723,0.24999994900673747,0.0833327425128481,0,8610.221156132237,2.3889198303222656
feeder9,0.25053636099283494,-0.06319999219258049,0.930130895201911,0.24999994986820878,0.0833327438052541,0,8610.221156132237,2.3889198303222656
feeder10,-1.840296369205162,-0.08860000000000001,3.528963625399908,0.24999994986820878,0.08333274380525402,0,8610.221156132237,2.3889198303222656
feeder11,-3.23918781475347,-0.12230000000000002,5.601855070948216,0.24999994986820878,0.08333274380525424,0,8610.221156132237,2.3889198303222656
feeder12,-2.8828999070294663,-0.10515000000000002,4.902567163224212,0.24999994986820878,0.08333274380525409,0,8610.221156132237,2.3889198303222656
