Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,1.3331480961489537,0.0983352474769763,1.9658518521846347,0.24999997459571205,5166641168148896e-23,0,17633.2135296328,2.1709659099578857
feeder2,0.9482793633997032,0.10905000000000001,1.2327205849338851,0.24999997459571205,5166641168149655e-23,0,17633.2135296328,2.1709659099578857
feeder3,1.1093009309942152,-0.1321,1.532699017339373,0.24999997459571205,5166641168149661e-23,0,17633.2135296328,2.1709659099578857
feeder4,0.7747065659592316,-0.08585000000000001,0.9422933823743568,0.24999997459571205,5166641168145912e-23,0,17633.2135296328,2.1709659099578857
feeder5,0.9041442654578348,0.05980395836796665,1.3338556876405647,0.249999974514162,4690160048254591e-23,0,17633.2135296328,2.1709659099578857
feeder6,1.8438255702944226,0.20305,2.217174382803977,0.249999974514162,46901600482539096e-24,0,17633.2135296328,2.1709659099578857
feeder7,0.8385796693408031,-0.1027,1.2154202837575963,0.249999974514162,4690160048244163e-23,0,17633.2135296328,2.1709659099578857
feeder8,1.5317275057239885,-0.1726,1.920272447374411,0.249999974514162,4690160048248769e-23,0,17633.2135296328,2.1709659099578857
feeder9,0.44684383474447864,-0.06294999999999999,0.8121561135232831,0.24999997463723495,5173223815312707e-23,0,17633.2135296328,2.1709659099578857
feeder10,0.8495521603382377,0.03963034771797684,0.9254477879295241,0.24999997463723495,517322381531671e-22,0,17633.2135296328,2.1709659099578857
feeder11,0.9589498434729501,0.12140000000000001,1.4690501047948117,0.24999997463723495,5173223815317307e-23,0,17633.2135296328,2.1709659099578857
feeder12,0.810333554960117,-0.1048,1.2856663933076449,0.24999997463723495,5173223815314638e-23,0,17633.2135296328,2.1709659099578857
