Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,2.2231810347488272,0.09862279230804648,1.0618188621053921,0.24999997496709872,10314578072766046e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder2,1.525168396145476,0.10955,0.665831500708743,0.24999997496709872,10314578072767039e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder3,1.8001405268375954,-0.13140000000000002,0.8278593700166239,0.24999997496709872,10314578072761771e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder4,1.2080373431641749,-0.08585000000000001,0.5089625536900443,0.24999997496709872,10314578072760645e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder5,1.507542208484976,0.06175809117000647,0.7204576869696631,0.2499999749228784,10454536103687756e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder6,2.814433662945809,0.2006,1.1975662325088292,0.2499999749228784,10454536103690918e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder7,1.411512836329582,-0.1034,0.656487059125057,0.2499999749228784,10454536103685021e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder8,2.4157998186233356,-0.17265,1.0372000768313032,0.2499999749228784,10454536103681376e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder9,0.8143310335436368,-0.06265,0.43866886135365135,0.24999997504318563,10510271172925653e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder10,1.275138823887613,0.04045492381292563,0.4998610710096753,0.24999997504318563,10510271172926836e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder11,1.6155235169457194,0.12045,0.7934763779515688,0.24999997504318563,10510271172924444e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
feeder12,1.394574354416288,-0.10445,0.6944255404810002,0.24999997504318563,10510271172923758e-23,0,20.00913805403249,57.14276342597446,1.5134780406951904
