Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,2.513842197088157,0.07506537094652359,0.4021581441700608,0.249999941376548,-34125821780152104e-23,0,11735.724528635277,2.272542953491211
feeder2,1.5148201668547647,0.08835,0.25218017440345314,0.249999941376548,-34125821780107926e-23,0,11735.724528635277,2.272542953491211
feeder3,1.8884529646470172,-0.1101,0.3135473766112006,0.249999941376548,-34125821780140854e-23,0,11735.724528635277,2.272542953491211
feeder4,1.0612334544140838,-0.0627,0.19276688684413407,0.249999941376548,-34125821780166556e-23,0,11735.724528635277,2.272542953491211
feeder5,1.5331309433626694,0.03848024601770694,0.27286940452791697,0.24999994147349122,-3478905864258426e-22,0,11735.724528635277,2.272542953491211
feeder6,2.9724284441096795,0.1713,0.45357190378090695,0.24999994147349122,-3478905864251595e-22,0,11735.724528635277,2.272542953491211
feeder7,1.4703593315260193,-0.08595000000000001,0.24864101636456723,0.24999994147349122,-3478905864257153e-22,0,11735.724528635277,2.272542953491211
feeder8,2.366166281031066,-0.13795,0.3928340668595202,0.24999994147349122,-34789058642571477e-23,0,11735.724528635277,2.272542953491211
feeder9,0.9390345454942394,0.03393341819211293,0.16896579191031513,0.24999994116649563,-33740455439876627e-23,0,11735.724528635277,2.272542953491211
feeder10,1.0714644395647697,-0.0632,0.19253589783978461,0.24999994116649563,-3374045543984259e-22,0,11735.724528635277,2.272542953491211
feeder11,2.030370041900689,0.1168,0.3056302955038651,0.24999994116649563,-33740455439891286e-23,0,11735.724528635277,2.272542953491211
feeder12,1.6485223266658482,-0.0958,0.2674780107387061,0.24999994116649563,-33740455439923055e-23,0,11735.724528635277,2.272542953491211
