Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-2.3658900706234993,-0.16814998739643205,5.6455572343111,0.2360915590912643,0.08333283631239988,0,6689.992798632034,2.727125883102417
feeder2,-4.815074341563267,-0.10885,6.908741505250867,0.2360915590912643,0.08333283631239988,0,6689.992798632034,2.727125883102417
feeder3,-5.938293485600712,-0.13675,8.589960649288312,0.2360915590912643,0.08333283631239988,0,6689.992798632034,2.727125883102417
feeder4,1.6466671636876,-0.08650000000000001,0,0.2360915590912643,0.08333283631239988,0,6689.992798632034,2.727125883102417
feeder5,-1.8178975667916073,-0.11399998656947016,4.014564735265722,0.22769572264465024,0.08333283152588489,0,6689.992798632034,2.727125883102417
feeder6,-8.228412893844597,-0.21405,12.426080062318713,0.22769572264465063,0.08333283152588489,0,6689.992798632034,2.727125883102417
feeder7,-4.738115374420835,-0.10785,6.81178254289495,0.22769572264465102,0.08333283152588489,0,6689.992798632034,2.727125883102417
feeder8,3.318667168474115,-0.17010000000000003,0,0.22769572264465057,0.08333283152588489,0,6689.992798632034,2.727125883102417
feeder9,-0.7640231383288624,-0.06419998826128193,1.9646903148315502,0.2172581630085448,0.08333282349731222,0,6689.992798632034,2.727125883102417
feeder10,-3.558247103389483,-0.08560000000000001,5.186914279892171,0.2172581630085447,0.08333282349731222,0,6689.992798632034,2.727125883102417
feeder11,-5.657008527109858,-0.133,8.233675703612546,0.21725816300854506,0.08333282349731222,0,6689.992798632034,2.727125883102417
feeder12,2.108667176502688,-0.10960000000000002,0,0.2172581630085451,0.08333282349731222,0,6689.992798632034,2.727125883102417
