Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-2.248460395365897,-0.1761999953825476,5.855793014560008,0.24305556040253753,-0.08333261919411074,0,8092.952987334858,2.3196399211883545
feeder2,-2.4818302389070626,-0.11160000000000002,4.797162858101173,0.24305556040253753,-0.08333261919411074,0,8092.952987334858,2.3196399211883545
feeder3,-3.2212037798009225,-0.133,5.964536398995033,0.24305556040253753,-0.08333261919411074,0,8092.952987334858,2.3196399211883545
feeder4,-1.9116255468392986,-0.08360000000000001,3.666958166033409,0.24305556040253756,-0.0833326191941104,0,8092.952987334858,2.3196399211883545
feeder5,1.4696416684773093,-0.11019999501179559,0.817690957963574,0.2430555590590659,-0.0833326264408831,0,8092.952987334858,2.3196399211883545
feeder6,-4.7488567046321295,-0.1898,8.628189331073012,0.2430555590590659,-0.0833326264408831,0,8092.952987334858,2.3196399211883545
feeder7,-2.597505678755782,-0.10245,4.729838305196665,0.2430555590590659,-0.0833326264408831,0,8092.952987334858,2.3196399211883545
feeder8,-3.982455428342534,-0.17035,7.472788054783417,0.2430555590590659,-0.0833326264408831,0,8092.952987334858,2.3196399211883545
feeder9,1.3931128538745283,-0.0655499960534137,0.0012197823858457468,0.24305555886174607,-0.08333263626037406,0,8092.952987334858,2.3196399211883545
feeder10,-1.856841909759502,-0.083,3.600174546019876,0.24305555886174607,-0.08333263626037406,0,8092.952987334858,2.3196399211883545
feeder11,-3.1165622104199184,-0.12575,5.714894846680292,0.2430555588617461,-0.08333263626037372,0,8092.952987334858,2.3196399211883545
feeder12,-2.7701633792142943,-0.10740000000000001,5.001496015474669,0.24305555886174604,-0.08333263626037439,0,8092.952987334858,2.3196399211883545
