Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,0.9173247950077575,0.12726216322111794,2.900051555612416,0.1405952395627571,-0.08331457543771167,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,4868.54514932131,4869.160518473927,0,-2.3368015942786937,0.0025151209167573966
feeder2,-1.014085958244502,0.09749041665433111,3.0472088667688357,0.14059523956275524,-0.08331457543771167,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,4867.341796480837,0,4.509882380607383,0.002976852818187095
feeder3,-3.1137880229472614,-0.13821715744192806,5.961445747223534,0.14059523956275927,-0.08331457543771167,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,4869.345129170661,0,-2.0275767847002686,0.002490259878305934
feeder4,0.8737475919043177,-0.08402030151676361,0.8899730138686661,0.14059523956275996,-0.08331457543771166,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder5,2.4385509760038886,0.09354081924012109,0,0.14059523970265897,-0.08331456906177531,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder6,-0.6224879241411301,0.19332108126304792,4.572224118463864,0.14059523970266355,-0.08331456906177531,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder7,-0.6910340169795947,-0.095939100859824,2.69313060323785,0.1405952397026579,-0.0833145690617753,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder8,3.3848533457246046,-0.18794594682515792,0.45738015984032865,0.14059523970266288,-0.0833145690617753,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder9,0.6793657104144839,-0.0676052518104993,0.7560538995672443,0.1405947466053385,-0.08331457377174219,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder10,-1.9562643877411152,0.0746056904681386,3.5981349419228152,0.14059474660534013,-0.08331457377174219,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder11,-0.8278898759990021,0.10666833396848102,3.0445711291403645,0.14059474660533838,-0.08331457377174219,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
feeder12,0.07721176862522978,-0.11117851274781439,2.2296730601028,0.1405947466053371,-0.08331457377174219,0.5663187010304938,1.5203408506637033,-55.36232558695115,-218.76334146298254,1.3896961212158203,0,0,0,0,0
