Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,0.9379021044904339,0.09258637816837637,2.6672978012467823,0.13195221436685275,-0.0832748853349474,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,4869.805389576064,4868.453387825229,0,5.070287448966155,0.0029078292152562462
feeder2,1.7035379861880977,0.12078646970586526,0.7954662932641337,0.1319522143668675,-0.0832748853349262,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,4868.145920331248,0,6.224963340741937,0.0033564404884647504
feeder3,0.6803624718544166,-0.12333707146651339,1.8696538428108571,0.13195221436680976,-0.08327488533500603,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,4867.98697767469,0,4.543655394828953,0.002954460791445643
feeder4,1.7484848864332798,-0.087127947192472,0.0773489427511127,0.13195221436686824,-0.08327488533495268,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder5,1.841224034957726,0.065632156303044,0.21428371402242163,0.13195221708120866,-0.08327488452953959,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder6,2.2742597143461527,0.20652893872209824,1.9395939446253698,0.13195221708121854,-0.0832748845295581,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder7,-0.008481024663121034,-0.08783453937480408,1.8484466966888053,0.1319522170811891,-0.08327488452960277,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder8,2.117960616100966,-0.1809701151618734,1.584716571666041,0.13195221708121646,-0.08327488452953923,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder9,0.5217969384155132,-0.0602354980472672,0.7661879169833998,0.13195221554045894,-0.08327489445356909,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder10,0.478059381809552,0.056899892523043685,1.250898031428473,0.13195221554040173,-0.0832748944536097,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder11,1.5048756141461408,0.1206494116582662,0.9913875134728285,0.1319522155404141,-0.08327489445364541,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
feeder12,2.0389234604580104,-0.11435934534259705,0.3315383408475163,0.13195221554044462,-0.08327489445358599,0.30496043047800697,1.4166884698049973,-14.88964982527563,-6.188291173801623,1.3890008926391602,0,0,0,0,0
