Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,3.312702941780819,0.09704226298690134,0,0.03373926761192761,-0.08333221586556461,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,4870.8784084707395,4868.294119444612,0,9.714298417219398,0.002560490488500519
feeder2,2.2143139339803035,0.10654908590573696,0,0.03373926761192579,-0.08333221586556461,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,4867.650052016021,0,12.134727437384985,0.0032791906945082478
feeder3,2.508210902896373,-0.12124393435154042,0,0.0337392676119261,-0.08333221586556461,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,4867.590300555494,0,8.231545036732419,0.003284376677938364
feeder4,1.679070696917512,-0.07978692405259737,0,0.03373926761192677,-0.08333221586556461,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder5,2.9323951459577446,0.07024335183899938,0,0.03373828492161508,-0.08333221658115163,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder6,3.889858462684225,0.19032631230515368,0,0.033738284921612016,-0.08333221658115163,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder7,2.308738498561954,-0.11127031409904012,0,0.03373828492161309,-0.08333221658115163,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder8,3.003735403593245,-0.14602015935060467,0,0.033738284921613806,-0.08333221658115163,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder9,1.7886081248196557,-0.06549977196800966,0,0.033735152275012545,-0.08333221546568911,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder10,1.7111298904587626,0.08138988374965368,0,0.03373515227501416,-0.08333221546568911,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder11,2.2398461842559683,0.10782569843951395,0,0.03373515227501265,-0.08333221546568911,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
feeder12,2.4919608863300815,-0.12043143354321961,0,0.03373515227501177,-0.08333221546568911,10968452882030433e-22,0.03576101309492641,30.264986591649624,154.83062723844753,1.4193720817565918,0,0,0,0,0
