Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,3.3134187688532877,0.0808748247360937,0.26466472644990624,0.13194821885873995,-0.08333207355926434,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,4870.314819796445,4868.46626936476,0,6.942456661259082,0.002652793161167281
feeder2,1.493722089204977,0.11469179802567764,0.8834459448678402,0.1319482188587641,-0.08333207355926434,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,4867.819945768117,0,9.370800385397589,0.0034485720852405815
feeder3,1.3362015425436953,-0.1188218838979346,1.1235682089742611,0.1319482188587007,-0.08333207355926435,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,4867.790711187967,0,6.316213459779513,0.002879930867868831
feeder4,0.7991142606570548,-0.07409194570266946,0.7660567269555987,0.13194821885875657,-0.08333207355926434,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder5,2.3182507290658485,0.036643615416709074,0.17913312055104313,0.13194822137395942,-0.08333207355881116,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder6,3.897078400625692,0.225703618385923,0.7003260406515783,0.1319482213739599,-0.08333207355881116,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder7,1.4499204513758166,-0.08012006578512844,0.23581293788556335,0.1319482213739132,-0.08333207355881116,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder8,1.705550804330332,-0.17877859593226308,1.953353187873741,0.13194822137396406,-0.08333207355881116,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder9,0.7550158436497096,-0.06541907992018031,0.636697828313161,0.13194822071154627,-0.08333207355926446,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder10,0.9578047039188942,0.06944155110851072,1.0009825553579,0.13194822071150053,-0.08333207355926447,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder11,2.4570293155412375,0.11868486209909866,0,0.13194822071153495,-0.08333207355926446,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
feeder12,2.1463635966695063,-0.11982740241956023,0.33351652528096243,0.1319482207115518,-0.08333207355926446,0.30719989512156015,1.5833621052218585,4.0577688613512946,34.2935566573412,1.455042839050293,0,0,0,0,0
