CC,pen_25,pen_50,pen_75,pen_100
90,24552.90877356048,16774.296462396822,9020.041551587216,1295.4476672939425
95,24740.361887570485,17034.38037346276,9363.73108618253,1716.0977309723037
99,25081.24553931654,17509.095414396994,9991.857434074456,2500.502016728389
