SEM,pen_25,pen_50,pen_75,pen_100
0.01,1274.0913738179293,3027.5434336659846,4754.376103061562,6464.866572981038
0.02,1198.5020016866624,2819.126020287614,4406.407879701807,5981.737580860878
0.03,1130.8737935497427,2645.6623270414098,4125.656141899495,5594.549539559309
0.035,1099.2518061284673,2567.3466333312053,4000.608260636026,5423.014269656878
0.04,1068.8342537512706,2493.317571817801,3883.1349941372646,5262.306121852315
0.05,1011.2474982030649,2355.662512506458,3666.098564202702,4966.380855226441
0.085,835.2104053492267,1946.9997863403278,3029.2317252177095,4102.982417197436
