CC,pen_25,pen_50,pen_75,pen_100
90,1423.8679447419909,3235.554371815082,5029.532622043103,6802.098548552824
95,1274.0913738179293,3027.5434336659846,4754.376103061562,6464.866572981038
99,1001.7783650208512,2647.935004132227,4251.631763817683,5835.996907643127
