Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,3.3609998468388738,0.10073982011735252,0,0.24999997818796826,15316112625362555e-23,0,5299.759001738426,2.063560962677002
feeder2,2.0219998468388733,0.1011,0,0.24999997818796826,15316112625386132e-23,0,5299.759001738426,2.063560962677002
feeder3,2.7109998468388734,-0.13555,0,0.24999997818796826,15316112625358188e-23,0,5299.759001738426,2.063560962677002
feeder4,1.6489998468388738,-0.08245000000000001,0,0.24999997818796826,15316112625391315e-23,0,5299.759001738426,2.063560962677002
feeder5,2.581999845290725,0.08144375172140658,0,0.2499999783370987,1547092748726053e-22,0,5299.759001738426,2.063560962677002
feeder6,3.6319998452907254,0.1816,0,0.2499999783370987,15470927487232924e-23,0,5299.759001738426,2.063560962677002
feeder7,2.302999845290725,-0.11515,0,0.2499999783370987,15470927487229788e-23,0,5299.759001738426,2.063560962677002
feeder8,3.4879998452907253,-0.1744,0,0.2499999783370987,15470927487242922e-23,0,5299.759001738426,2.063560962677002
feeder9,1.707999850069926,0.05607923889416169,0,0.2499999783969443,14993007397842107e-23,0,5299.759001738426,2.063560962677002
feeder10,1.6669998500699261,-0.08335000000000001,0,0.2499999783969443,14993007397867893e-23,0,5299.759001738426,2.063560962677002
feeder11,2.571999850069926,0.12860000000000002,0,0.2499999783969443,14993007397853068e-23,0,5299.759001738426,2.063560962677002
feeder12,2.377999850069926,-0.1189,0,0.2499999783969443,14993007397849994e-23,0,5299.759001738426,2.063560962677002
