Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,1.7641709775343406,0.09636150138165574,2.3681310384570873,1.3195412585229083,-0.8333020159914281,0.0,0.0,18.091274187881893,52.79637226785607,1.844,5340.665157824695,5338.997034658091,0.007363787203593128,6.268617944724029,0.005656622134519659
feeder2,1.6023250547513872,0.11270000000000001,1.4849769612400407,1.3195412585225808,-0.833302015991428,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,5338.926973697896,0.008002973398538997,6.5352184481061375,0.00562398504212587
feeder3,1.4989608766599316,-0.12560000000000002,1.8463411393314964,1.319541258522518,-0.833302015991428,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,5338.5549254125335,0.00523876052832221,5.2874377950517255,0.005511785032507604
feeder4,1.402183497929267,-0.0852,1.1351185180621608,1.3195412585199464,-0.833302015991428,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder5,1.3534949675770849,0.07323694161300448,1.6068070598700466,1.3195387161476972,-0.8333020274471317,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder6,1.9704186839260227,0.1904,2.670883343521109,1.319538716146689,-0.8333020274471317,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder7,1.3401655948583435,-0.09855000000000001,1.4641364325887882,1.3195387161391996,-0.8333020274471317,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder8,1.870076809578342,-0.1675,2.3132252178687898,1.3195387161446348,-0.8333020274471317,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder9,1.1200942468446307,-0.06325,0.9782077900766115,1.3195443109534164,-0.8333020369212423,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder10,1.4116384379275766,0.04877018995843485,1.1146635989936657,1.3195443109454006,-0.8333020369212423,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder11,1.387891921871826,0.1162,1.7694101150494161,1.3195443109526472,-0.8333020369212423,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
feeder12,1.3667700205708615,-0.1041,1.5485320163503806,1.3195443109488312,-0.8333020369212423,0.0,0.0,18.091274187881893,52.79637226785607,1.844,0.0,0.0,0.0,0.0,0.0
