Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,-0.3571656982615018,0.09858561034374283,2.809905592613015,1.2500948098070488,0.8332601056484866,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,5286.636152377444,5287.075795688556,0.0005248513564898515,-1.6585255308554325,0.0006126601795770998
feeder2,-0.33125912452891393,0.1132,1.761999018880427,1.2500948098067213,0.8332601056484866,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,5287.07557565464,0.0005243274898647776,-1.6576902041944135,0.0006115216739420606
feeder3,-0.5180356940481993,-0.1253,2.1907755883997124,1.2500948098066584,0.8332601056484866,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,5287.605070747703,0.001122103046101217,-2.4321569161291583,0.0007553123643632281
feeder4,-0.4521346817148738,-0.0864,1.3468745760663874,1.250094809804087,0.8332601056484864,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder5,-0.6088167173011884,0.07648500239798867,1.9065568164367974,1.2500922464354014,0.8332599008643907,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder6,-0.21539582260853152,0.18935000000000002,3.169135921744141,1.250092246434393,0.8332599008643906,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder7,-0.6095305960098876,-0.09805000000000001,1.7372706951454975,1.2500922464269038,0.8332599008643902,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder8,-0.2240166686264038,-0.16770000000000002,2.7447567677620133,1.250092246432339,0.8332599008643906,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder9,-0.7279779151103177,-0.06330000000000001,1.1607180940346016,1.2500978358936894,0.8332598210757162,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder10,-0.45889274298293503,0.051665048193266436,1.3226329219072193,1.2500978358856736,0.8332598210757158,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder11,-0.6467991553042997,0.11430000000000001,2.0995393342285835,1.2500978358929202,0.8332598210757162,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
feeder12,-0.5987105347273242,-0.10360000000000001,1.8374507136516083,1.2500978358891042,0.833259821075716,0.0,0.0,-5.748372651179004,-21.872554730049757,1.813,0.0,0.0,0.0,0.0,0.0
