Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,-0.8745012818330382,-0.031044511223951077,4.15350082060044,1.24999997585082,4612325978382505e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder2,-0.40752307246140335,0.10985,2.6045226112288056,1.24999997585082,46123259783823043e-23,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder3,-0.6173249409707773,-0.13105,3.2383244797381794,1.24999997585082,4612325978382142e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder4,-0.27390127914739776,-0.08585000000000001,1.9909008179148,1.24999997585082,46123259783826156e-23,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder5,-0.596204078895365,-0.06392273411890814,2.818203637263961,1.2499999758899711,441631403725987e-21,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder6,-0.6975014417992108,0.19935000000000003,4.684501000167807,1.2499999758899711,44163140372606333e-23,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder7,-0.49397054765715104,-0.1037,2.567970106025747,1.2499999758899711,4416314037260392e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder8,-0.6041996723675166,-0.17265,4.057199230736113,1.2499999758899711,4416314037260597e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder9,-0.4649300644763036,0.04397709405060579,1.715929596595731,1.2499999763881906,46788057240908276e-23,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder10,-0.18129321739801718,0.0887,1.9552927495174448,1.2499999763881906,4678805724091073e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder11,-0.7048201063817582,-0.11995,3.103819638501186,1.2499999763881906,4678805724090915e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
feeder12,-0.6303656803976935,-0.1043,2.716365212517121,1.2499999763881906,4678805724090871e-22,0,-6.546115752340585,-18.55278414201293,2.516774892807007
