Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-3.5597166728227796,-0.16564999403066444,6.872716472664418,0.24999997515223546,20015836137474326e-23,0,11323.44730799595,2.358773946762085
feeder2,-2.0707298818135595,-0.11195,4.309729681655198,0.24999997515223546,20015836137455095e-23,0,11323.44730799595,2.358773946762085
feeder3,-2.8644881890853293,-0.12470000000000002,5.358487988926968,0.24999997515223546,2001583613746353e-22,0,11323.44730799595,2.358773946762085
feeder4,-1.6243637473233026,-0.0835,3.294363547164941,0.24999997515223546,2001583613747576e-22,0,11323.44730799595,2.358773946762085
feeder5,-0.7059575036748689,-0.10649999347733047,2.8359573238847045,0.2499999751720226,17979016426613535e-23,0,11323.44730799595,2.358773946762085
feeder6,-3.922490958609543,-0.19145,7.751490778819379,0.2499999751720226,17979016426548658e-23,0,11323.44730799595,2.358773946762085
feeder7,-2.282246064555553,-0.09835,4.249245884765389,0.2499999751720226,1797901642659539e-22,0,11323.44730799595,2.358773946762085
feeder8,-3.384488430461365,-0.16645000000000001,6.713488250671201,0.2499999751720226,1797901642660805e-22,0,11323.44730799595,2.358773946762085
feeder9,-0.08603816128257322,-0.06364999487689299,1.35903797937471,0.24999997510041866,1819078630715381e-22,0,11323.44730799595,2.358773946762085
feeder10,-1.5827803771407065,-0.0826,3.2347801952328434,0.24999997510041866,18190786307084663e-23,0,11323.44730799595,2.358773946762085
feeder11,-2.7678702921132317,-0.11835000000000001,5.134870110205369,0.24999997510041866,18190786307106034e-23,0,11323.44730799595,2.358773946762085
feeder12,-2.4308768122172526,-0.10315000000000002,4.49387663030939,0.24999997510041866,18190786307122435e-23,0,11323.44730799595,2.358773946762085
