Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-2.8762921255542073,-0.13502927765433054,6.215292065653701,0.24999995882896908,5990050629905653e-23,0,7661.865948730912,2.358444929122925
feeder2,-1.6624034746745195,-0.11175,3.897403414774013,0.24999995882896908,5990050629896893e-23,0,7661.865948730912,2.358444929122925
feeder3,-2.3418235636263143,-0.1252,4.845823503725808,0.24999995882896908,5990050629896072e-23,0,7661.865948730912,2.358444929122925
feeder4,-1.3161808175429532,-0.08315,2.979180757642447,0.24999995882896908,5990050629891502e-23,0,7661.865948730912,2.358444929122925
feeder5,-2.079155465882712,-0.059438486257843426,4.217155516794186,0.2499999514150848,-5091147431629271e-23,0,7661.865948730912,2.358444929122925
feeder6,-3.190879654434033,-0.19095,7.009879705345507,0.2499999514150848,-50911474316097294e-24,0,7661.865948730912,2.358444929122925
feeder7,-1.8747062543105766,-0.0984,3.842706305222051,0.2499999514150848,-5091147431604607e-23,0,7661.865948730912,2.358444929122925
feeder8,-2.7401863032085685,-0.16655,6.071186354120043,0.2499999514150848,-5091147431633552e-23,0,7661.865948730912,2.358444929122925
feeder9,-1.2880903359791744,-0.023109998118421238,2.5670903745694122,0.24999995395664884,-3859023790381993e-23,0,7661.865948730912,2.358444929122925
feeder10,-1.2881857420655416,-0.08185,2.9251857806557795,0.24999995395664884,-38590237903861264e-24,0,7661.865948730912,2.358444929122925
feeder11,-2.2554218093680984,-0.1194,4.6434218479583365,0.24999995395664884,-38590237903993375e-24,0,7661.865948730912,2.358444929122925
feeder12,-2.003776547644275,-0.10300000000000001,4.063776586234513,0.24999995395664884,-3859023790378023e-23,0,7661.865948730912,2.358444929122925
