Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,2.8500000666776817,0.07179526975820243,0,0.24999997783042696,-6667768163010998e-23,8637.53791025763,1.5965440273284912
feeder2,1.8500000666776817,0.09250000000000001,0,0.24999997783042696,-6667768163014091e-23,8637.53791025763,1.5965440273284912
feeder3,2.208000066677682,-0.11040000000000001,0,0.24999997783042696,-666776816301565e-22,8637.53791025763,1.5965440273284912
feeder4,1.3120000666776817,-0.0656,0,0.24999997783042696,-66677681630046e-21,8637.53791025763,1.5965440273284912
feeder5,2.0440000953607202,0.06213782727619219,0,0.24999997571939447,-9536072015383573e-23,8637.53791025763,1.5965440273284912
feeder6,3.14300009536072,0.15715,0,0.24999997571939447,-9536072015379218e-23,8637.53791025763,1.5965440273284912
feeder7,1.8650000953607202,-0.09325,0,0.24999997571939447,-953607201539427e-22,8637.53791025763,1.5965440273284912
feeder8,2.88700009536072,-0.14435,0,0.24999997571939447,-953607201539408e-22,8637.53791025763,1.5965440273284912
feeder9,1.331000105331189,0.0446127669705081,0,0.24999997483211653,-10533118912629917e-23,8637.53791025763,1.5965440273284912
feeder10,1.319000105331189,-0.06595,0,0.24999997483211653,-10533118912624137e-23,8637.53791025763,1.5965440273284912
feeder11,2.197000105331189,0.10985,0,0.24999997483211653,-10533118912618774e-23,8637.53791025763,1.5965440273284912
feeder12,2.007000105331189,-0.10035000000000001,0,0.24999997483211653,-10533118912622211e-23,8637.53791025763,1.5965440273284912
