Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,0.6013478191602263,0.08026925903864116,2.7046520417258924,0.24999998693980444,13911388146199745e-23,11231.74278178972,2.0345489978790283
feeder2,0.5490022411660306,0.11225000000000002,1.6959976197200881,0.24999998693980444,13911388146205073e-23,11231.74278178972,2.0345489978790283
feeder3,0.39528689143869783,-0.1252,2.1087129694474207,0.24999998693980444,13911388146212342e-23,11231.74278178972,2.0345489978790283
feeder4,0.38557684895871375,-0.08410000000000001,1.2964230119274047,0.24999998693980444,1391138814620502e-22,11231.74278178972,2.0345489978790283
feeder5,0.2908587168507625,0.05716357205431455,1.8351411278780159,0.24999998692845318,15527122154960352e-23,11231.74278178972,2.0345489978790283
feeder6,0.7745742075665835,0.19125000000000003,3.050425637162195,0.24999998692845318,15527122154962191e-23,11231.74278178972,2.0345489978790283
feeder7,0.2998042690193373,-0.09860000000000001,1.672195575709441,0.24999998692845318,15527122154962205e-23,11231.74278178972,2.0345489978790283
feeder8,0.6970568612458342,-0.16695000000000002,2.641942983482944,0.24999998692845318,155271221549621e-21,11231.74278178972,2.0345489978790283
feeder9,0.14982037711888602,0.0589635800055012,1.1171794820642438,0.2499999868536078,14081687012100063e-23,11231.74278178972,2.0345489978790283
feeder10,0.4019796619040977,-0.08375,1.2730201972790323,0.2499999868536078,14081687012101559e-23,11231.74278178972,2.0345489978790283
feeder11,0.33121545771769517,0.1176,2.0207844014654346,0.2499999868536078,14081687012095515e-23,11231.74278178972,2.0345489978790283
feeder12,0.30847298279909113,-0.10385,1.7685268763840387,0.2499999868536078,14081687012104708e-23,11231.74278178972,2.0345489978790283
