Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,-1.25547688032426,0.13675461983426035,4.515477101729668,0.24999997004214272,-2214054083187458e-22,11660.03323206753,1.9720499515533447
feeder2,-0.6145055967436986,-0.11085,2.831505818149107,0.24999997004214272,-22140540831875686e-23,11660.03323206753,1.9720499515533447
feeder3,-0.9265430696767426,-0.1297,3.520543291082151,0.24999997004214272,-2214054083187413e-22,11660.03323206753,1.9720499515533447
feeder4,-0.4394068852865688,-0.08625000000000001,2.1644071066919772,0.24999997004214272,-22140540831873756e-23,11660.03323206753,1.9720499515533447
feeder5,-0.8568090300056564,-0.11035,3.06380924924205,0.2499999699791347,-21923639385266224e-23,11660.03323206753,1.9720499515533447
feeder6,-1.1767533548408355,0.1944614977384232,5.092753574077229,0.2499999699791347,-21923639385267494e-23,11660.03323206753,1.9720499515533447
feeder7,-0.712767556054427,-0.10395000000000001,2.791767775290821,0.2499999699791347,-21923639385265551e-23,11660.03323206753,1.9720499515533447
feeder8,-0.9647824622775093,-0.1723,4.410782681513903,0.2499999699791347,-21923639385266676e-23,11660.03323206753,1.9720499515533447
feeder9,-0.6174538578803727,0.006776040173993025,1.865454078636736,0.24999997005400765,-22075636325758594e-23,11660.03323206753,1.9720499515533447
feeder10,-0.3596746827480685,0.0883,2.125674903504432,0.24999997005400765,-22075636325758422e-23,11660.03323206753,1.9720499515533447
feeder11,-1.0132829970351651,-0.11805000000000002,3.3742832177915285,0.24999997005400765,-2207563632575812e-22,11660.03323206753,1.9720499515533447
feeder12,-0.8800661998219078,-0.10365,2.953066420578271,0.24999997005400765,-22075636325758615e-23,11660.03323206753,1.9720499515533447
