Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,1.3984769631004377,0.10177007871084563,1.8585230608628507,0.24999999328705563,-23963288344446573e-24,12120.305739659007,1.9002718925476074
feeder2,0.7725819113903439,0.0969,1.1654181125729444,0.24999999328705563,-23963288344441362e-24,12120.305739659007,1.9002718925476074
feeder3,1.0879813105896812,-0.12685,1.449018713373607,0.24999999328705563,-23963288344445975e-24,12120.305739659007,1.9002718925476074
feeder4,0.6031527479476968,-0.0747,0.8908472760155915,0.24999999328705563,-23963288344438795e-24,12120.305739659007,1.9002718925476074
feeder5,0.8529682292527501,0.041355983337966,1.2610317943288702,0.2499999932794927,-23581620468658708e-24,12120.305739659007,1.9002718925476074
feeder6,1.9518760389309724,0.20240000000000002,2.096123984650648,0.2499999932794927,-23581620468648537e-24,12120.305739659007,1.9002718925476074
feeder7,0.7769376728822361,-0.0963,1.1490623506993842,0.2499999932794927,-2358162046866137e-23,12120.305739659007,1.9002718925476074
feeder8,1.2275681093291777,-0.15215,1.8154319142524429,0.2499999932794927,-23581620468661742e-24,12120.305739659007,1.9002718925476074
feeder9,0.4306592719561011,0.04936236668496677,0.7683407517725938,0.24999999330295553,-23728694769599116e-24,12120.305739659007,1.9002718925476074
feeder10,0.5934798840281373,-0.07345,0.8755201397005575,0.24999999330295553,-23728694769596436e-24,12120.305739659007,1.9002718925476074
feeder11,1.1752047594765536,0.12825,1.3897952642521412,0.24999999330295553,-23728694769602716e-24,12120.305739659007,1.9002718925476074
feeder12,0.9176949712358344,-0.1067,1.2163050524928603,0.24999999330295553,-2372869476959872e-23,12120.305739659007,1.9002718925476074
