Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,-3.734160159187785,-0.16794999054469362,7.0931593123101235,0.24999995833244,8468776612973318e-22,12500.62749782066,1.7195940017700195
feeder2,-2.2709225279892515,-0.10885,4.44792168111159,0.24999995833244,8468776612973729e-22,12500.62749782066,1.7195940017700195
feeder3,-2.8003093962460173,-0.1365,5.530308549368356,0.24999995833244,8468776612973044e-22,12500.62749782066,1.7195940017700195
feeder4,-1.6689985565416599,-0.08655000000000002,3.3999977096639986,0.24999995833244,8468776612973293e-22,12500.62749782066,1.7195940017700195
feeder5,-1.5135246902556103,-0.11409998989827169,3.795523846085583,0.24999995809863934,8441700271361022e-22,12500.62749782066,1.7195940017700195
feeder6,-3.7180441050748803,-0.2141,8.000043260904853,0.24999995809863934,8441700271362513e-22,12500.62749782066,1.7195940017700195
feeder7,-2.2394993081858283,-0.1073,4.385498464015801,0.24999995809863934,8441700271360606e-22,12500.62749782066,1.7195940017700195
feeder8,-3.5137579012901137,-0.17075,6.9287570571200865,0.24999995809863934,8441700271361084e-22,12500.62749782066,1.7195940017700195
feeder9,-0.5954867605201665,-0.06404999120719573,1.8764859204592081,0.24999995810867945,8400609582888882e-22,12500.62749782066,1.7195940017700195
feeder10,-1.617367728843685,-0.08610000000000001,3.3393668887827266,0.24999995810867945,840060958288872e-21,12500.62749782066,1.7195940017700195
feeder11,-2.65889122188353,-0.1321,5.300890381822572,0.24999995810867945,8400609582889068e-22,12500.62749782066,1.7195940017700195
feeder12,-2.456173184335024,-0.10915,4.6391723442740656,0.24999995810867945,8400609582889189e-22,12500.62749782066,1.7195940017700195
