Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,-3.360264562015292,-0.16164999326005422,6.593262789115562,0.2499999728237415,17728997298036417e-22,11311.059838973684,1.948232889175415
feeder2,-1.8704316970859518,-0.1132,4.134429924186222,0.2499999728237415,1772899729987038e-21,11311.059838973684,1.948232889175415
feeder3,-2.6225313945402964,-0.12589999999999998,5.140529621640565,0.2499999728237415,17728997314810037e-22,11311.059838973684,1.948232889175415
feeder4,-1.3933659341424303,-0.08835,3.1603641612427,0.2499999728237415,17728997301433968e-22,11311.059838973684,1.948232889175415
feeder5,-2.1156399658552587,-0.10869999275945691,4.289637684143034,0.2499999799323041,2281712224755492e-21,11311.059838973684,1.948232889175415
feeder6,-3.6471984704012637,-0.18945,7.436196188689038,0.2499999799323041,22817122255257033e-22,11311.059838973684,1.948232889175415
feeder7,-2.067408608535938,-0.10045,4.07640632682371,0.2499999799323041,2281712228249776e-21,11311.059838973684,1.948232889175415
feeder8,-3.037417057004457,-0.17015000000000002,6.44041477529223,0.2499999799323041,22817122270186247e-22,11311.059838973684,1.948232889175415
feeder9,-0.9101042726475362,-0.0629999940164924,2.170101969171691,0.24999997361546428,2303475845065247e-21,11311.059838973684,1.948232889175415
feeder10,-1.3797280794178457,-0.0862,3.103725775942,0.24999997361546428,23034758457511386e-22,11311.059838973684,1.948232889175415
feeder11,-2.683837437635972,-0.11215,4.92683513416013,0.24999997361546428,2303475842253797e-21,11311.059838973684,1.948232889175415
feeder12,-2.275813273491586,-0.1018,4.311810970015739,0.24999997361546428,23034758468390627e-22,11311.059838973684,1.948232889175415
