Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,3.005574706603853,0.0726802524726737,-0.0,0.006225210367805754,0.07453756071552628,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,5347.209185714714,5345.121352755696,0.011503180813609551,7.841572603246827,0.008812212027376911
feeder2,1.7003022320088443,0.08874198963621854,-0.0,0.006225210367805753,0.07453756071552624,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,5344.681680711016,0.016959300420569406,9.521790004038346,0.008400551263182914
feeder3,1.9962093855643608,-0.1035373473139944,-0.0,0.006225210367805836,0.07453756071552727,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,5344.57614316025,0.008149177649434833,6.6001585294237,0.007748546162747629
feeder4,1.1379592717895766,-0.06062484162525516,-0.0,0.006225210367805781,0.07453756071552657,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder5,1.995686607912563,0.0804954155796942,-0.0,0.006240712402802641,0.0747233847049982,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder6,2.908023889803527,0.14913736372542635,-0.0,0.006240712402802783,0.07472338470499978,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder7,1.7269260099235275,-0.09008246973142633,-0.0,0.006240712402802728,0.07472338470499905,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder8,2.888902235365583,-0.14818128100352912,-0.0,0.0062407124028027805,0.07472338470499966,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder9,1.208482980162532,0.05679615504297459,-0.0,0.006253320358750242,0.07487481886241432,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder10,1.091559276085366,-0.05832170474738895,-0.0,0.006253320358750112,0.07487481886241278,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder11,2.1192297559796733,0.10970522874210442,-0.0,0.006253320358750289,0.07487481886241494,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
feeder12,2.1792638590922415,-0.11270693389773279,-0.0,0.0062533203587502315,0.07487481886241416,3.893225887827617e-6,7.201223512773387e-5,24.34285804225152,72.13600266520534,2.609,0.0,0.0,0.0,0.0,0.0
