Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,3.3340000376383583,0.09948178695185708,0,0.24999996357411144,-37638358351384376e-24,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder2,2.0160000376383582,0.1008,0,0.24999996357411144,-3763835835136835e-23,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder3,2.691000037638358,-0.13455,0,0.24999996357411144,-37638358351307184e-24,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder4,1.6350000376383584,-0.08175,0,0.24999996357411144,-3763835835135782e-23,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder5,2.5660000384522132,0.0804858938136655,0,0.24999996399266566,-3845221342334053e-23,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder6,3.6150000384522136,0.18075000000000002,0,0.24999996399266566,-3845221342324123e-23,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder7,2.2860000384522134,-0.11430000000000001,0,0.24999996399266566,-38452213423225343e-24,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder8,3.4620000384522136,-0.17310000000000003,0,0.24999996399266566,-384522134233019e-22,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder9,1.6900000356669234,0.055839170587225664,0,0.2499999638921773,-35666923440939805e-24,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder10,1.6580000356669233,-0.0829,0,0.2499999638921773,-3566692344111538e-23,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder11,2.5580000356669235,0.12789999999999999,0,0.2499999638921773,-3566692344092137e-23,0,29.88640782329805,99.57154873128799,1.775480031967163
feeder12,2.3670000356669236,-0.11835000000000001,0,0.2499999638921773,-35666923440960214e-24,0,29.88640782329805,99.57154873128799,1.775480031967163
