Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,1.483048167857759,0.09160655537473361,1.8399518197308726,0.2499999927380619,12411368280795665e-24,0,17257.863816335543,2.3205981254577637
feeder2,1.0832272557785856,0.11185,1.1537727318100461,0.2499999927380619,12411368280792373e-24,0,17257.863816335543,2.3205981254577637
feeder3,1.0604605194470609,-0.12475000000000001,1.4345394681415709,0.2499999927380619,12411368280806453e-24,0,17257.863816335543,2.3205981254577637
feeder4,0.7840544573232313,-0.0833,0.8819455302654003,0.2499999927380619,12411368280796738e-24,0,17257.863816335543,2.3205981254577637
feeder5,0.8845690305854668,0.06762796134325949,1.2484309528394082,0.24999999304751003,16575124999407727e-24,0,17257.863816335543,2.3205981254577637
feeder6,1.749821410265737,0.19125000000000003,2.075178573159138,0.24999999304751003,16575124999407515e-24,0,17257.863816335543,2.3205981254577637
feeder7,0.8284195793760905,-0.0983,1.1375804040487845,0.24999999304751003,1657512499940762e-23,0,17257.863816335543,2.3205981254577637
feeder8,1.5307086795357903,-0.1664,1.7972913038890845,0.24999999304751003,1657512499941496e-23,0,17257.863816335543,2.3205981254577637
feeder9,0.5160336016205149,0.0635317206885258,0.7599664074012082,0.24999999083477406,-9021723179434588e-24,0,17257.863816335543,2.3205981254577637
feeder10,0.7770223372902935,-0.08215,0.8659776717314297,0.24999999083477406,-9021723179418344e-24,0,17257.863816335543,2.3205981254577637
feeder11,1.001352399508064,0.1188,1.374647609513659,0.24999999083477406,-9021723179411621e-24,0,17257.863816335543,2.3205981254577637
feeder12,0.8559517069767411,-0.10295000000000001,1.2030483020449823,0.24999999083477406,-9021723179412695e-24,0,17257.863816335543,2.3205981254577637
