Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,2.731332987467347,0.06220274935573947,0,0.2159996665739889,-0.08333298746734707,0,18017.194127731873,2.038154125213623
feeder2,1.8623329206965578,0.08895,0,0.21919965505896946,-0.08333292069655782,0,18017.194127731873,2.038154125213623
feeder3,1.999999903802673,-0.1,0,0.2499999809931341,9619732690318742e-23,0,18017.194127731873,2.038154125213623
feeder4,1.219999903802673,-0.061,0,0.2499999809931341,9619732690304557e-23,0,18017.194127731873,2.038154125213623
feeder5,1.7159998934038159,0.04497928656733058,0,0.249999981729571,10659618411854713e-23,0,18017.194127731873,2.038154125213623
feeder6,2.9289998934038364,0.14645,0,0.24999998172956928,10659616346860983e-23,0,18017.194127731873,2.038154125213623
feeder7,1.6666039799900452,-0.07985,0,0.24419964108874656,-0.06960397999004511,0,18017.194127731873,2.038154125213623
feeder8,2.5139998934038363,-0.1257,0,0.24999998172956928,1065961634685854e-22,0,18017.194127731873,2.038154125213623
feeder9,1.0559999108853966,0.039684786332931814,0,0.2499999815887069,8911460353427773e-23,0,18017.194127731873,2.038154125213623
feeder10,1.2183331031090956,-0.05675,0,0.19139969596589773,-0.08333310310909557,0,18017.194127731873,2.038154125213623
feeder11,2.0306041337279477,0.09745000000000001,0,0.24319962538406364,-0.08160413372794761,0,18017.194127731873,2.038154125213623
feeder12,1.8323331051023068,-0.08745000000000001,0,0.18299969734189028,-0.0833331051023067,0,18017.194127731873,2.038154125213623
