Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,3.56800014178837,0.1077093713568388,0,0.24999997510087424,-14178836997870574e-23,8989.450317801631,1.6632769107818604
feeder2,2.08500014178837,0.10425000000000001,0,0.24999997510087424,-14178836998697837e-23,8989.450317801631,1.6632769107818604
feeder3,2.89200014178837,-0.1446,0,0.24999997510087424,-14178836996856705e-23,8989.450317801631,1.6632769107818604
feeder4,1.73500014178837,-0.08675000000000001,0,0.24999997510087424,-1417883699631541e-22,8989.450317801631,1.6632769107818604
feeder5,2.7300001478958147,0.08312199741023496,0,0.24999997413553746,-14789581450054354e-23,8989.450317801631,1.6632769107818604
feeder6,3.7910001478958146,0.18955,0,0.24999997413553746,-14789581450345841e-23,8989.450317801631,1.6632769107818604
feeder7,2.428000147895814,-0.12140000000000001,0,0.24999997413553746,-14789581448144585e-23,8989.450317801631,1.6632769107818604
feeder8,3.616000147895815,-0.18080000000000002,0,0.24999997413553746,-14789581449778184e-23,8989.450317801631,1.6632769107818604
feeder9,1.8200001372290824,0.056104714538620745,0,0.24999997566151472,-1372290822937017e-22,8989.450317801631,1.6632769107818604
feeder10,1.7380001372290823,-0.0869,0,0.24999997566151472,-13722908232593446e-23,8989.450317801631,1.6632769107818604
feeder11,2.6720001372290825,0.13360000000000002,0,0.24999997566151472,-13722908230945396e-23,8989.450317801631,1.6632769107818604
feeder12,2.4700001372290825,-0.12350000000000001,0,0.24999997566151472,-13722908228914422e-23,8989.450317801631,1.6632769107818604
