Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,3.687617845545129,0.12731131312659955,0.4223820926892863,0.24999998091264755,6176558497034625e-23,10280.17711125288,1.593189001083374
feeder2,2.0451380648919373,0.1155,0.2648618733424775,0.24999998091264755,617655849703487e-22,10280.17711125288,1.593189001083374
feeder3,2.987684813652105,-0.16585000000000003,0.32931512458231027,0.24999998091264755,6176558497036599e-23,10280.17711125288,1.593189001083374
feeder4,1.735539142540574,-0.0969,0.2024607956938411,0.24999998091264755,6176558497038164e-23,10280.17711125288,1.593189001083374
feeder5,2.613408291266306,0.08231929677194785,0.2865916448611898,0.24999998043333,6387250401121376e-23,10280.17711125288,1.593189001083374
feeder6,3.6886186963448337,0.20825000000000002,0.4763812397826623,0.24999998043333,6387250401121431e-23,10280.17711125288,1.593189001083374
feeder7,2.2738551988780986,-0.12675,0.26114473724939713,0.24999998043333,6387250401122835e-23,10280.17711125288,1.593189001083374
feeder8,3.3994109326212314,-0.1906,0.4125890035062641,0.24999998043333,6387250401120231e-23,10280.17711125288,1.593189001083374
feeder9,1.614359988641283,0.061620142081815946,0.17463995081777384,0.24999998162858386,6054094309438064e-23,10280.17711125288,1.593189001083374
feeder10,1.643998490375964,-0.09215000000000001,0.19900144908309303,0.24999998162858386,6054094309437913e-23,10280.17711125288,1.593189001083374
feeder11,2.5931062678302257,0.14545,0.3158936716288311,0.24999998162858386,605409430944095e-22,10280.17711125288,1.593189001083374
feeder12,2.381539745115669,-0.1329,0.2764601943433884,0.24999998162858386,6054094309437783e-23,10280.17711125288,1.593189001083374
