Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,1.197386426482585,0.10497437336836246,2.1096135935438687,0.24999998832987538,-2002645379684118e-23,11566.680930772298,1.8231990337371826
feeder2,0.6621313376675366,0.09925,1.3228686823589173,0.24999998832987538,-20026453796832526e-24,11566.680930772298,1.8231990337371826
feeder3,0.9792156671884682,-0.1312,1.6447843528379857,0.24999998832987538,-2002645379681673e-23,11566.680930772298,1.8231990337371826
feeder4,0.5377973027424325,-0.07745,1.0112027172840212,0.24999998832987538,-20026453796850635e-24,11566.680930772298,1.8231990337371826
feeder5,0.7626000855193024,0.041217875024422146,1.4313999342458246,0.24999998814210098,-19765126963297612e-24,11566.680930772298,1.8231990337371826
feeder6,1.7636850393982249,0.20715,2.379314980366902,0.24999998814210098,-1976512696325828e-23,11566.680930772298,1.8231990337371826
feeder7,0.6836967989562147,-0.0994,1.3043032208089123,0.24999998814210098,-19765126963287467e-24,11566.680930772298,1.8231990337371826
feeder8,1.0352992305716349,-0.15480000000000002,2.060700789193492,0.24999998814210098,-19765126963278587e-24,11566.680930772298,1.8231990337371826
feeder9,0.3490701457210567,0.04901568901642203,0.8719298737953443,0.2499999883245893,-1951640089353636e-23,11566.680930772298,1.8231990337371826
feeder10,0.5084405740679923,-0.0751,0.9935594454484087,0.2499999883245893,-1951640089351449e-23,11566.680930772298,1.8231990337371826
feeder11,1.0418298901011562,0.13095,1.577170129415245,0.2499999883245893,-19516400893526916e-24,11566.680930772298,1.8231990337371826
feeder12,0.7787103852148745,-0.10794999999999999,1.3802896343015263,0.2499999883245893,-19516400893571266e-24,11566.680930772298,1.8231990337371826
