Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,-0.9043472759710125,-0.028785884611183865,4.261348180327522,0.24999988775930154,-9043565090068424e-22,12606.646145043622,1.730724811553955
feeder2,-0.4961492586654852,0.10880000000000001,2.6721501630219944,0.24999988775930154,-9043565090068598e-22,12606.646145043622,1.730724811553955
feeder3,-0.5954080657725307,-0.13635,3.3224089701290396,0.24999988775930154,-9043565090068944e-22,12606.646145043622,1.730724811553955
feeder4,-0.31059451110110636,-0.08660000000000001,2.0425954154576154,0.24999988775930154,-9043565090068583e-22,12606.646145043622,1.730724811553955
feeder5,-0.6093785277678706,-0.08260546839864694,2.891379432426259,0.24999988775113707,-9046583883100198e-22,12606.646145043622,1.730724811553955
feeder6,-0.525135182357303,0.21405,4.806136087015691,0.24999988775113707,-9046583883100303e-22,12606.646145043622,1.730724811553955
feeder7,-0.4976476516138256,-0.10685,2.634648556272214,0.24999988775113707,-9046583883100252e-22,12606.646145043622,1.730724811553955
feeder8,-0.7425452522011432,-0.171,4.162546156859531,0.24999988775113707,-9046583883100414e-22,12606.646145043622,1.730724811553955
feeder9,-0.4805725072082213,0.059148097727330026,1.7605734080079447,0.2499998881035996,-9007997233840745e-22,12606.646145043622,1.730724811553955
feeder10,-0.28016332486399376,0.0863,2.006164225663717,0.2499998881035996,-9007997233841272e-22,12606.646145043622,1.730724811553955
feeder11,-0.5535718048528205,-0.13155,3.1845727056525437,0.2499998881035996,-9007997233841082e-22,12606.646145043622,1.730724811553955
feeder12,-0.6090368532829679,-0.1089,2.787037754082691,0.2499998881035996,-9007997233840842e-22,12606.646145043622,1.730724811553955
