Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,3.4879998449749388,0.1049596061245738,0,0.2499999931778879,15502506128316048e-23,8952.060655688187,1.6043760776519775
feeder2,2.055999844974939,0.1028,0,0.2499999931778879,15502506128324674e-23,8952.060655688187,1.6043760776519775
feeder3,2.812999844974939,-0.14065000000000003,0,0.2499999931778879,15502506128313258e-23,8952.060655688187,1.6043760776519775
feeder4,1.7049998449749388,-0.08525,0,0.2499999931778879,1550250612829817e-22,8952.060655688187,1.6043760776519775
feeder5,2.659999863026734,0.08432788464335958,0,0.24999999212266594,13697326615439653e-23,8952.060655688187,1.6043760776519775
feeder6,3.714999863026734,0.18575,0,0.24999999212266594,1369732661544344e-22,8952.060655688187,1.6043760776519775
feeder7,2.3809998630267337,-0.11904999999999999,0,0.24999999212266594,13697326615442134e-23,8952.060655688187,1.6043760776519775
feeder8,3.587999863026734,-0.1794,0,0.24999999212266594,13697326615442449e-23,8952.060655688187,1.6043760776519775
feeder9,1.7849998467110149,0.05577196847692689,0,0.24999999314571011,15328898515078954e-23,8952.060655688187,1.6043760776519775
feeder10,1.706999846711015,-0.08535000000000001,0,0.24999999314571011,15328898515075957e-23,8952.060655688187,1.6043760776519775
feeder11,2.632999846711015,0.13165000000000002,0,0.24999999314571011,15328898515065046e-23,8952.060655688187,1.6043760776519775
feeder12,2.430999846711015,-0.12155,0,0.24999999314571011,15328898515067812e-23,8952.060655688187,1.6043760776519775
