Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,-0.03262803243320712,0.08408768080033797,3.410627945659913,0.24999998594277043,8677329433711616e-23,12543.736844747218,1.7181072235107422
feeder2,0.015308271505622075,0.1077,2.1386916417210835,0.24999998594277043,8677329433718212e-23,12543.736844747218,1.7181072235107422
feeder3,0.07986481179279624,-0.13695,2.6591351014339093,0.24999998594277043,867732943372323e-22,12543.736844747218,1.7181072235107422
feeder4,0.08218095622745068,-0.08585000000000001,1.634818956999255,0.24999998594277043,8677329433723062e-23,12543.736844747218,1.7181072235107422
feeder5,-0.048154960905252606,0.02898952384828074,2.3141548706180064,0.2499999859331531,9028724622015084e-23,12543.736844747218,1.7181072235107422
feeder6,0.40634367739609434,0.21265,3.8466562323166595,0.2499999859331531,9028724622011926e-23,12543.736844747218,1.7181072235107422
feeder7,0.02432318781794275,-0.10665000000000001,2.108676721894811,0.2499999859331531,9028724622011771e-23,12543.736844747218,1.7181072235107422
feeder8,-0.002550389049561826,-0.16645000000000001,3.331550298762316,0.2499999859331531,9028724622015433e-23,12543.736844747218,1.7181072235107422
feeder9,-0.1111650721706313,0.03939441747583068,1.4091649832592479,0.24999998597240206,8891138346272591e-23,12543.736844747218,1.7181072235107422
feeder10,0.06326387247110023,-0.08345000000000001,1.6057360386175163,0.24999998597240206,8891138346269643e-23,12543.736844747218,1.7181072235107422
feeder11,0.12706443728800623,0.1338,2.5489354738006105,0.24999998597240206,8891138346268916e-23,12543.736844747218,1.7181072235107422
feeder12,-0.021748153037397397,-0.11045,2.230748064126014,0.24999998597240206,8891138346267401e-23,12543.736844747218,1.7181072235107422
