Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,3.859000060546284,0.11656779276093193,0,0.24999997100083793,-6054628386651179e-23,9407.960586135636,1.6300420761108398
feeder2,2.177000060546284,0.10885,0,0.24999997100083793,-605462838666911e-22,9407.960586135636,1.6300420761108398
feeder3,3.096000060546284,-0.15480000000000002,0,0.24999997100083793,-6054628386685978e-23,9407.960586135636,1.6300420761108398
feeder4,1.8450000605462837,-0.09225,0,0.24999997100083793,-6054628386675371e-23,9407.960586135636,1.6300420761108398
feeder5,2.935000060538699,0.07712773566240849,0,0.24999997070412217,-6053869878040269e-23,9407.960586135636,1.6300420761108398
feeder6,4.031000060538698,0.20155,0,0.24999997070412217,-6053869878042316e-23,9407.960586135636,1.6300420761108398
feeder7,2.533000060538699,-0.12665,0,0.24999997070412217,-6053869878012443e-23,9407.960586135636,1.6300420761108398
feeder8,3.6870000605386988,-0.18435,0,0.24999997070412217,-6053869878009285e-23,9407.960586135636,1.6300420761108398
feeder9,1.868000059150845,0.0571075111975715,0,0.24999997143818106,-5915084479462854e-23,9407.960586135636,1.6300420761108398
feeder10,1.8410000591508449,-0.09205,0,0.24999997143818106,-5915084479449137e-23,9407.960586135636,1.6300420761108398
feeder11,2.8260000591508447,0.1413,0,0.24999997143818106,-5915084479472512e-23,9407.960586135636,1.6300420761108398
feeder12,2.567000059150845,-0.12835000000000002,0,0.24999997143818106,-5915084479496333e-23,9407.960586135636,1.6300420761108398
