Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,2.782333156807239,0.06682975525144735,0,0.15349986309050412,-0.0833331568072394,11261.19423571286,2.027333974838257
feeder2,1.8883331600792663,0.09025,0,0.1566998626657995,-0.08333316007926633,11261.19423571286,2.027333974838257
feeder3,2.1583331536710606,-0.10375000000000001,0,0.20589984963284044,-0.08333315367106023,11261.19423571286,2.027333974838257
feeder4,1.3453331393958399,-0.0631,0,0.2026998501530522,-0.0833331393958399,11261.19423571286,2.027333974838257
feeder5,1.8443331346067455,0.049680169566016175,0,0.2006998510357609,-0.08333313460674552,11261.19423571286,2.027333974838257
feeder6,2.9419998631907216,0.1471,0,0.24999998202391313,1368092785416291e-22,11261.19423571286,2.027333974838257
feeder7,1.722333126353687,-0.08195000000000001,0,0.1816998559487886,-0.08333312635368699,11261.19423571286,2.027333974838257
feeder8,2.649402477026472,-0.12875,0,0.24379977276292827,-0.07440247702647179,11261.19423571286,2.027333974838257
feeder9,1.1913331377378256,0.0398414684071756,0,0.19799985154015898,-0.08333313773782557,11261.19423571286,2.027333974838257
feeder10,1.2513331673414192,-0.0584,0,0.1288998670366486,-0.08333316734141932,11261.19423571286,2.027333974838257
feeder11,2.1073331375092907,0.10120000000000001,0,0.18069985654088805,-0.0833331375092905,11261.19423571286,2.027333974838257
feeder12,1.888333167896997,-0.09025,0,0.1204998680717345,-0.08333316789699712,11261.19423571286,2.027333974838257
