Feeder,Pf,QF,Pg,B,R,P_rsrv,Cost,time
feeder1,-0.8171876297861086,-0.03779660973673901,4.084190084885721,0.24999977998437845,-2455099612631346e-21,0,11597.960708909184,2.263077974319458
feeder2,-0.28605762278715163,0.11375,2.5610600778867645,0.24999977998437842,-2455099612964494e-21,0,11597.960708909184,2.263077974319458
feeder3,-0.690283029136598,-0.12470000000000002,3.184285484236211,0.24999977998437842,-245509961296445e-20,0,11597.960708909184,2.263077974319458
feeder4,-0.20467554001984442,-0.08765,1.957677995119457,0.24999977998437845,-2455099612631375e-21,0,11597.960708909184,2.263077974319458
feeder5,-0.6351731693583614,-0.06104210428744794,2.7711754476689396,0.24999979463557562,-22783105780348494e-22,0,11597.960708909184,2.263077974319458
feeder6,-0.8403268987243286,0.18830000000000002,4.606329177034906,0.24999979463557565,-22783105777017863e-22,0,11597.960708909184,2.263077974319458
feeder7,-0.5761152581604551,-0.09745000000000001,2.525117536471033,0.24999979463557562,-2278310578034822e-21,0,11597.960708909184,2.263077974319458
feeder8,-0.6324931221416515,-0.16785000000000003,3.98949540045223,0.24999979463557562,-22783105780348384e-22,0,11597.960708909184,2.263077974319458
feeder9,-0.4181326709960053,0.03952104400699831,1.687134964539406,0.24999979350316776,-22935434008210744e-22,0,11597.960708909184,2.263077974319458
feeder10,-0.22647899973594504,0.0848,1.9224812932793458,0.24999979350316776,-22935434008210668e-22,0,11597.960708909184,2.263077974319458
feeder11,-0.8077326419051261,-0.11220000000000002,3.051734935448527,0.24999979350316778,-229354340048793e-20,0,11597.960708909184,2.263077974319458
feeder12,-0.6157800269391661,-0.10275000000000001,2.670782320482567,0.24999979350316776,-22935434008210236e-22,0,11597.960708909184,2.263077974319458
