Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,1.4827894455465127,0.10784740698378274,1.8942103603389082,0.2499999895249999,1941145788709406e-22,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder2,0.9202032770721915,0.10540000000000001,1.1877965288132297,0.2499999895249999,19411457887093767e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder3,1.251156963507806,-0.13640000000000002,1.4768428423776154,0.2499999895249999,19411457887098616e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder4,0.7720464364136461,-0.084,0.907953369471775,0.2499999895249999,19411457887090683e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder5,0.9737537636411218,0.04602175225494021,1.2852460431807877,0.24999998957681127,1931780903825492e-22,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder6,2.093625945741765,0.21150000000000002,2.136373861080145,0.24999998957681127,19317809038233126e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder7,0.9138731040307069,-0.10425000000000001,1.1711267027912027,0.24999998957681127,19317809038233616e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder8,1.3987078791590462,-0.16245,1.8502919276628635,0.24999998957681127,19317809038243587e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder9,0.5083255661816815,0.05274596634073926,0.7826742504377986,0.24999998981696847,1833805198693492e-22,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder10,0.7241465509473582,-0.08080000000000001,0.891853265672122,0.24999998981696847,1833805198695408e-22,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder11,1.2532774490416778,0.13345,1.4157223675778023,0.24999998981696847,18338051986942135e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
feeder12,0.9660041797055574,-0.11025000000000001,1.2389956369139228,0.24999998981696847,18338051986949414e-23,0,13.259564865110493,73.95522233589946,1.4452908039093018
