SEM,pen_25,pen_50,pen_75,pen_100
0.025,23789.041260015485,15771.22032594238,7756.041671641281,-55.5709278275259
0.1,23789.04822815084,15771.238584291284,7756.034514402154,-55.287855727207045
0.2,23789.026822620493,15771.235176601163,7756.029462954651,-55.15039059637175
