CC,pen_25,pen_50,pen_75,pen_100
90,2003.657584867521,4007.315577652219,6010.9735419848275,7975.013556690419
95,2003.6575691302342,4007.3155630222477,6010.973573902592,7975.013534676126
99,2003.65756615326,4007.3155636283536,6010.973557264173,7975.013531143723
