SEM,pen_25,pen_50,pen_75,pen_100
0.025,2003.657570302853,4007.315555700242,6010.973533255856,7975.013528012752
0.1,2003.6575691302342,4007.3155630222477,6010.973573902592,7975.013534676126
0.2,2003.657574797266,4007.315566409948,6010.973541954654,7975.0135070108645
