SEM,pen_25,pen_50,pen_75,pen_100
0.025,1159.918170001722,2721.3300524102788,4248.111435914134,5763.701457148623
0.1,762.8029773011784,1787.6049238732248,2780.6449674931373,3766.005321168631
0.2,391.9560748235434,967.3584429011457,1520.6903523225626,2067.233834168844
