Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,3.131000047956614,0.08795686223970214,0,0.24999996950348596,-47956614253006544e-24,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder2,1.9640000479566142,0.09820000000000001,0,0.24999996950348596,-47956614251393866e-24,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder3,2.514000047956614,-0.1257,0,0.24999996950348596,-47956614255920066e-24,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder4,1.5020000479566142,-0.0751,0,0.24999996950348596,-47956614253926376e-24,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder5,2.3740001163341367,0.07138238003555641,0,0.24999996832490748,-11633413668003649e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder6,3.4340001163341367,0.17170000000000002,0,0.24999996832490748,-11633413668048354e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder7,2.1120001163341366,-0.10560000000000001,0,0.24999996832490748,-11633413668000277e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder8,3.2090001163341366,-0.16045,0,0.24999996832490748,-11633413667975302e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder9,1.532000114388777,0.052026602257936524,0,0.2499999697745115,-11438877700563923e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder10,1.537000114388777,-0.07685,0,0.2499999697745115,-11438877700637873e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder11,2.416000114388777,0.1208,0,0.2499999697745115,-11438877700592389e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
feeder12,2.231000114388777,-0.11155,0,0.2499999697745115,-11438877700627248e-23,0,27.963353230126337,95.72787922446582,1.733820915222168
