Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,2.7950003355381337,0.06967521979717918,0,0.24999994282838306,-3355381335854435e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder2,1.8260003355381336,0.0913,0,0.24999994282838306,-3355381335860947e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder3,2.1540003355381336,-0.1077,0,0.24999994282838306,-3355381335857893e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder4,1.2860003355381335,-0.06430000000000001,0,0.24999994282838306,-3355381335859179e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder5,2.00400031230762,0.0607121940788696,0,0.249999947337972,-3123076203566144e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder6,3.10900031230762,0.15545,0,0.249999947337972,-3123076203562483e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder7,1.8330003123076204,-0.09165000000000001,0,0.249999947337972,-31230762035613624e-23,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder8,2.84300031230762,-0.14215,0,0.249999947337972,-3123076203562529e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder9,1.2990003416269182,0.044093059591140404,0,0.2499999404853422,-3416269182085078e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder10,1.2930003416269182,-0.06465,0,0.2499999404853422,-34162691820839135e-23,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder11,2.1660003416269182,0.10830000000000001,0,0.2499999404853422,-3416269182080046e-22,0,24.59167908530656,70.98798029291827,1.8954439163208008
feeder12,1.9780003416269183,-0.0989,0,0.2499999404853422,-34162691820828536e-23,0,24.59167908530656,70.98798029291827,1.8954439163208008
