Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,-2.548284905720261,-0.1675499855796665,5.982614196534538,0.2361108066116864,-0.08332929081427724,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder2,-4.158737738981853,-0.10845,6.411067029796131,0.23611080661168635,-0.08332929081427773,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder3,-5.178849463528011,-0.13545000000000001,7.971178754342288,0.2361108066116864,-0.0833292908142775,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder4,1.8153292908142777,-0.08660000000000001,0,0.23611080661168637,-0.08332929081427769,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder5,-2.2457207570234665,-0.11394998474663748,4.608050145822555,0.2361108035688326,-0.08332938879908902,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder6,-7.184632094792533,-0.21315,11.530961483591621,0.2361108035688326,-0.08332938879908885,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder7,-4.1507631635425275,-0.10435000000000001,6.321092552341617,0.23611080356883263,-0.0833293887990888,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder8,3.517329388799089,-0.17170000000000002,0,0.2361108035688326,-0.08332938879908901,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder9,-0.7609354275349228,-0.06389998647269043,2.1222643693940126,0.23611080453038755,-0.08332894185908979,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder10,-2.9868370258601002,-0.08715,4.813165967719191,0.23611080453038755,-0.08332894185908991,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder11,-4.981060998552289,-0.1288,7.640389940411379,0.23611080453038755,-0.08332894185909,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
feeder12,2.2373289418590896,-0.1077,0,0.23611080453038755,-0.08332894185908986,0,-28.618088440259683,-120.03689680353645,2.2527060508728027
